ID,Name,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
135308,SCOTTY COLE,4,3,2,6,5,1,0,2,0,1.000,3.18,0.0,.941,0,0,17.0,0,0,100.0%,2,2,0.0%,1,0,0.0%,0,0,100.0%,2,2,0.0%,3,0,0,0.0,0.0
136130,JOSÉ COLLAZO,4,1,0,1,0,1,0,0,0,1.000,4.50,0.0,.000,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
129522,JONATHAN COLORADO,4,2,2,13,7,5,1,2,0,.923,6.35,0.1,.847,0,0,17.0,0,0,80.0%,5,4,0.0%,0,0,100.0%,3,3,100.0%,1,1,33.3%,3,1,1,0.0,0.0
126415,CHAD COX,4,47,45,209,128,80,1,37,0,.995,4.78,1.7,1.017,0,0,392.0,0,0,98.2%,109,107,82.4%,17,14,50.0%,12,6,21.1%,19,4,16.7%,24,4,7,0.0,0.0
132540,VICTOR CRAWFORD,4,49,49,268,158,110,0,47,0,1.000,5.54,1.7,1.061,0,0,435.2,0,0,95.9%,147,141,55.6%,18,10,57.1%,21,12,14.3%,21,3,18.9%,37,7,5,0.0,0.0
122094,JERRY CROCKER,4,11,5,22,15,7,0,3,0,1.000,3.51,-0.0,.941,0,0,56.1,0,0,100.0%,12,12,100.0%,1,1,60.0%,5,3,20.0%,5,1,0.0%,0,0,0,0.0,0.0
127389,FRED CRUZ,4,30,28,126,69,56,1,20,0,.992,4.44,-1.2,.986,0,0,253.1,0,0,89.4%,66,59,60.0%,10,6,66.7%,9,6,33.3%,12,4,7.1%,14,1,9,0.0,0.0
128452,BILL DAVIS,4,4,0,2,1,1,0,1,0,1.000,3.60,0.0,.000,0,0,5.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
122027,RALPH DAVIS,4,17,17,87,53,34,0,15,0,1.000,5.49,-1.7,.903,0,0,142.2,0,0,97.9%,47,46,37.5%,8,3,37.5%,8,3,37.5%,8,3,12.5%,8,1,3,0.0,0.0
128397,BEN DENNIS,4,2,2,6,4,2,0,2,0,1.000,3.00,-0.0,.941,0,0,18.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,0.0
133514,LARRY DICKEY,4,7,0,9,7,2,0,2,0,1.000,5.40,-0.1,.941,0,0,15.0,0,0,100.0%,7,7,0.0%,0,0,0.0%,0,0,0.0%,2,0,0.0%,0,0,1,0.0,0.0
129926,ANTÓNIO DIÉGUEZ,4,25,24,131,80,49,2,22,0,.985,5.73,1.2,1.031,0,0,202.2,0,0,91.7%,60,55,85.7%,14,12,80.0%,5,4,27.3%,11,3,21.1%,19,4,7,0.0,0.0
129331,TOMMY DUNCAN,4,7,0,11,7,4,0,2,0,1.000,5.50,0.3,.941,0,0,18.0,0,0,100.0%,6,6,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
127831,WAYNE DURHAM,4,4,4,21,10,11,0,4,0,1.000,5.40,0.1,1.176,0,0,35.0,0,0,90.9%,11,10,0.0%,1,0,100.0%,1,1,0.0%,1,0,0.0%,2,0,1,0.0,0.0
135939,HÉCTOR FLORES,4,8,3,25,11,14,0,4,0,1.000,6.25,-0.0,1.176,0,0,36.0,0,0,93.3%,15,14,0.0%,1,0,100.0%,1,1,0.0%,2,0,0.0%,4,0,1,0.0,0.0
128605,TYNAN FOX,4,11,10,53,36,16,1,6,0,.981,5.09,0.2,.969,0,0,92.0,0,0,91.2%,34,31,75.0%,4,3,88.9%,9,8,0.0%,1,0,14.3%,7,1,0,0.0,0.0
126828,ERNESTO FUENTES,4,34,33,148,86,61,1,22,0,.993,4.45,0.7,1.020,0,0,297.0,0,0,95.7%,69,66,76.5%,17,13,60.0%,5,3,23.1%,13,3,14.3%,21,3,6,0.0,0.0
133623,ÁNGEL GALLEGOS,4,6,6,25,15,10,0,5,0,1.000,4.93,-0.6,.941,0,0,45.2,0,0,100.0%,9,9,0.0%,1,0,40.0%,5,2,25.0%,4,1,0.0%,3,0,2,0.0,0.0
136636,ARMANDO GARCÍA,4,2,0,1,1,0,0,0,0,1.000,2.25,0.1,.941,0,0,4.0,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133492,JÚLIO GARCÍA,4,8,3,18,12,6,0,5,0,1.000,4.46,-0.4,.855,0,0,36.1,0,0,100.0%,9,9,100.0%,2,2,0.0%,2,0,50.0%,2,1,0.0%,2,0,0,0.0,0.0
123053,ERIC GIVENS,4,1,0,4,2,2,0,0,0,1.000,6.00,-0.5,.706,0,0,6.0,0,0,75.0%,4,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128034,MICHAEL GRANT,4,4,4,17,8,9,0,2,0,1.000,3.92,0.3,.941,0,0,39.0,0,0,100.0%,6,6,0.0%,0,0,75.0%,4,3,100.0%,1,1,0.0%,2,0,2,0.0,0.0
127363,WILLIAM GRAY,4,34,29,152,87,63,2,14,0,.987,4.99,0.3,.989,0,0,270.1,0,0,93.8%,80,75,76.9%,13,10,70.0%,10,7,0.0%,8,0,25.0%,24,6,5,0.0,0.0
123075,WERNER GREEN,4,16,16,73,46,26,1,8,0,.986,4.63,2.1,1.082,0,0,140.0,0,0,97.6%,41,40,90.0%,10,9,60.0%,5,3,33.3%,6,2,23.1%,13,3,1,0.0,0.0
130084,DAVID HAMILTON,4,24,22,119,68,50,1,19,0,.992,5.59,2.2,1.080,0,0,190.0,0,0,100.0%,57,57,66.7%,15,10,50.0%,6,3,55.6%,9,5,0.0%,4,0,3,0.0,0.0
133432,JOHNATHAN HARRIS,4,8,8,43,24,19,0,7,0,1.000,5.23,0.5,1.040,0,0,74.0,0,0,100.0%,21,21,100.0%,2,2,66.7%,3,2,33.3%,3,1,0.0%,7,0,2,0.0,0.0
124293,JAY HENNESSEY,4,40,40,170,99,68,3,26,0,.982,4.36,1.0,1.026,0,0,345.0,0,0,96.0%,100,96,76.5%,17,13,56.2%,16,9,21.4%,14,3,13.6%,22,3,9,0.0,0.0
125725,BRETT HERRING,4,7,1,19,12,7,0,3,0,1.000,6.49,0.5,1.045,0,0,26.1,0,0,90.0%,10,9,0.0%,0,0,100.0%,1,1,50.0%,2,1,100.0%,1,1,1,0.0,0.0
133439,WILL HILLIARD,4,50,50,221,130,89,2,38,0,.991,4.31,1.2,1.007,0,0,457.0,0,0,93.8%,96,90,84.0%,25,21,42.9%,28,12,31.8%,22,7,26.5%,34,9,2,0.0,0.0
129079,WARD HOLMES,4,1,0,1,1,0,0,0,0,1.000,9.00,0.0,.941,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
126891,DENNIS HOOD,4,13,7,40,22,17,1,10,0,.975,4.39,0.4,1.059,0,0,80.0,0,0,88.9%,18,16,66.7%,3,2,0.0%,0,0,66.7%,3,2,25.0%,4,1,3,0.0,0.0
134311,JERRY HOWELL,4,1,0,1,0,1,0,0,0,1.000,9.00,0.0,.941,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133362,LARRY JENKINS,4,7,7,40,28,12,0,3,0,1.000,5.62,-0.6,.941,0,0,64.0,0,0,96.6%,29,28,33.3%,3,1,66.7%,3,2,0.0%,3,0,25.0%,4,1,1,0.0,0.0
128878,DAMON JOHNSON,4,42,41,187,112,74,1,26,0,.995,4.57,3.0,1.028,0,0,366.0,0,0,94.0%,83,78,77.8%,9,7,71.4%,28,20,47.1%,17,8,17.4%,23,4,8,0.0,0.0
129024,WESTON JOHNSTON,4,1,0,1,0,1,0,0,0,1.000,13.50,0.0,.000,0,0,0.2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
132153,DANNY KEITH JR.,4,1,1,2,1,1,0,0,0,1.000,2.00,-0.0,.941,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
133312,RAYMOND KLEIN,4,2,2,7,5,2,0,2,0,1.000,4.72,0.1,.941,0,0,13.1,0,0,100.0%,3,3,100.0%,1,1,100.0%,1,1,0.0%,1,0,0.0%,0,0,0,0.0,0.0
134054,JUDD KRAUSE,4,8,8,35,20,13,2,7,0,.943,3.84,-2.2,.842,0,0,77.1,0,0,81.0%,21,17,0.0%,3,0,33.3%,3,1,40.0%,5,2,0.0%,2,0,1,0.0,0.0
125622,BRANDON KUSIK,4,50,50,258,168,85,5,37,0,.981,5.07,1.7,1.007,0,0,449.1,0,0,96.3%,134,129,90.9%,22,20,52.9%,34,18,30.4%,23,7,8.7%,23,2,8,0.0,0.0
126222,ERNEST LAMB,4,4,4,23,10,13,0,5,0,1.000,5.91,0.5,1.150,0,0,35.0,0,0,100.0%,11,11,50.0%,2,1,66.7%,3,2,33.3%,3,1,0.0%,1,0,0,0.0,0.0
132784,YOHAN LANGLET,4,2,0,5,3,2,0,1,0,1.000,5.62,-0.2,.941,0,0,8.0,0,0,66.7%,3,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
130473,ARTIE LEE,4,31,25,132,73,56,3,14,0,.977,4.95,-2.4,.982,0,0,234.2,0,0,93.4%,76,71,46.2%,13,6,35.7%,14,5,30.8%,13,4,8.3%,24,2,3,0.0,0.0
120666,CHARLES LESLIE,4,7,6,34,17,16,1,5,0,.971,5.50,-0.4,.941,0,0,54.0,0,0,90.0%,20,18,100.0%,1,1,0.0%,1,0,0.0%,1,0,33.3%,3,1,1,0.0,0.0
132058,WILFORD LEWIS,4,16,11,74,40,34,0,14,0,1.000,6.02,1.2,1.035,0,0,110.2,0,0,100.0%,26,26,88.9%,9,8,33.3%,3,1,50.0%,4,2,20.0%,5,1,3,0.0,0.0
124213,JOSH LLOYD,4,3,0,6,4,2,0,1,0,1.000,7.71,-0.4,.706,0,0,7.0,0,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,3,0,0.0%,0,0,0,0.0,0.0
133720,RICHARD LOGAN,4,48,46,241,142,95,4,31,0,.983,5.20,0.8,1.017,0,0,410.1,0,0,93.8%,129,121,64.0%,25,16,83.3%,12,10,31.0%,29,9,13.3%,30,4,8,0.0,-0.0
130072,STUART LOWE,4,7,5,21,12,9,0,5,0,1.000,3.52,-0.5,.855,0,0,53.2,0,0,90.9%,11,10,100.0%,2,2,0.0%,0,0,0.0%,1,0,0.0%,2,0,0,0.0,0.0
132510,BILL LYNCH,4,35,34,136,73,61,2,12,0,.985,4.02,-6.1,.870,0,0,300.0,0,0,83.1%,83,69,64.3%,14,9,54.5%,11,6,20.0%,15,3,5.6%,18,1,9,0.0,0.0
133728,CÉSAR MACÍAS,4,49,48,207,123,82,2,30,0,.990,4.32,-1.7,.975,0,0,427.1,0,0,95.4%,108,103,58.3%,24,14,47.4%,19,9,33.3%,15,5,11.1%,27,3,8,0.0,0.0
128195,JOHN MCGOWAN,4,3,0,1,1,0,0,0,0,1.000,1.35,-0.2,.941,0,0,6.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
120135,SAMUEL MCKENZIE,4,6,5,42,20,21,1,4,0,.976,8.58,0.2,.990,0,0,43.0,0,0,95.5%,22,21,50.0%,2,1,75.0%,4,3,100.0%,1,1,0.0%,3,0,3,0.0,0.0
121859,JONATHAN MCPHE,4,7,7,31,15,15,1,4,0,.968,4.43,-1.4,.823,0,0,61.0,0,0,93.8%,16,15,0.0%,0,0,40.0%,5,2,0.0%,4,0,0.0%,4,0,1,0.0,0.0
127979,TOM MILLER,4,3,2,3,2,1,0,0,0,1.000,1.33,-0.5,.941,0,0,20.1,0,0,66.7%,3,2,0.0%,0,0,0.0%,1,0,0.0%,1,0,0.0%,1,0,0,0.0,0.0
129695,GERARDO MONTALVO,4,4,3,9,7,2,0,0,0,1.000,3.08,0.1,.941,0,0,26.1,0,0,100.0%,5,5,0.0%,0,0,66.7%,3,2,0.0%,2,0,100.0%,1,1,1,0.0,0.0
127893,CHRISTOPHER MOORE,4,5,5,18,6,12,0,0,0,1.000,4.26,-0.3,.941,0,0,38.0,0,0,100.0%,11,11,0.0%,0,0,0.0%,0,0,0.0%,3,0,0.0%,4,0,3,0.0,0.0
130365,NEGERA MUBARAK,4,4,4,15,10,4,1,4,0,.933,3.35,0.2,1.075,0,0,37.2,0,0,100.0%,5,5,100.0%,2,2,0.0%,1,0,0.0%,3,0,50.0%,2,1,1,0.0,0.0
132911,RUBÉN MÉNDEZ,4,39,38,184,99,80,5,28,0,.973,4.74,0.8,1.077,0,0,339.2,0,0,87.4%,87,76,77.3%,22,17,83.3%,12,10,8.3%,12,1,19.0%,21,4,8,0.0,0.0
132394,GUONÇALLO PAISLEY,4,2,0,1,0,0,1,0,0,.000,0.00,-0.5,.000,0,0,3.0,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
124529,MARK PICOLLO,4,26,18,99,46,52,1,11,0,.990,4.99,0.5,1.026,0,0,176.2,0,0,94.1%,51,48,100.0%,6,6,50.0%,6,3,40.0%,5,2,6.7%,15,1,3,0.0,0.0
120705,SPIKE RAY,4,36,33,149,88,61,0,21,0,1.000,4.62,0.4,.976,0,0,290.0,0,0,92.1%,76,70,85.7%,14,12,53.3%,15,8,37.5%,16,6,26.7%,15,4,7,0.0,0.0
126046,BRAD REEVES,4,1,0,2,2,0,0,0,0,1.000,3.18,0.0,.941,0,0,5.2,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133502,JACK REXTER,4,1,1,4,3,1,0,0,0,1.000,6.00,0.1,.941,0,0,6.0,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.0,0.0
126918,STEVE RILEY,4,44,44,222,131,87,4,36,0,.982,5.19,5.1,1.095,0,0,378.0,0,0,95.6%,114,109,87.0%,23,20,47.1%,17,8,42.9%,14,6,35.3%,17,6,5,0.0,0.0
127523,WILLIAM ROBINSON,4,6,2,21,12,8,1,2,0,.952,6.07,-1.3,.806,0,0,29.2,0,0,81.2%,16,13,100.0%,1,1,33.3%,3,1,0.0%,1,0,25.0%,4,1,0,0.0,0.0
136413,ÁNGEL ROMERO,4,1,0,4,2,1,1,1,0,.750,3.00,-1.1,.470,0,0,9.0,0,0,66.7%,3,2,0.0%,1,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
129967,PAUL ROSE,4,1,0,6,5,1,0,2,0,1.000,6.48,-0.2,.941,0,0,8.1,0,0,75.0%,4,3,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,2,0,0,0.0,0.0
129296,PACO SALAZAR,4,29,29,125,71,53,1,23,0,.992,4.82,0.6,1.001,0,0,231.1,0,0,91.4%,70,64,72.7%,11,8,66.7%,12,8,25.0%,4,1,44.4%,9,4,4,0.0,0.0
127378,JOE SHELTON,4,11,6,36,22,13,1,5,0,.972,5.34,-1.5,.894,0,0,59.0,0,0,94.1%,17,16,66.7%,3,2,20.0%,5,1,0.0%,3,0,0.0%,5,0,2,0.0,0.0
127391,FORREST SHEPARD,4,16,15,57,27,30,0,7,0,1.000,3.83,-0.9,.941,0,0,134.0,0,0,93.5%,31,29,100.0%,3,3,75.0%,4,3,14.3%,7,1,0.0%,15,0,3,0.0,0.0
128918,DOUG SHERRARD,4,44,44,221,117,100,4,29,0,.982,5.13,0.1,1.005,0,0,381.0,0,0,95.0%,101,96,77.3%,22,17,37.5%,16,6,27.8%,18,5,19.0%,21,4,8,0.0,0.0
128545,NAIM SHULKU,4,4,4,18,12,6,0,5,0,1.000,4.76,0.0,.941,0,0,34.0,0,0,100.0%,8,8,100.0%,2,2,100.0%,1,1,0.0%,1,0,0.0%,4,0,1,0.0,0.0
131108,MIKE SPARKS,4,5,5,24,13,11,0,4,0,1.000,5.54,-1.9,.770,0,0,39.0,0,0,100.0%,12,12,20.0%,5,1,0.0%,3,0,0.0%,1,0,0.0%,6,0,0,0.0,0.0
137429,JOHN SPITLER,4,48,48,241,138,100,3,33,0,.988,5.28,2.4,1.057,0,0,405.2,0,0,93.2%,132,123,71.4%,21,15,65.0%,20,13,33.3%,27,9,16.7%,18,3,7,0.0,0.0
127533,RICH STARR,4,35,35,150,84,66,0,19,0,1.000,4.37,-4.2,.868,0,0,308.2,0,0,95.1%,81,77,53.3%,15,8,33.3%,9,3,28.6%,14,4,13.6%,22,3,10,0.0,0.0
120028,JAMES STEPHENS,4,3,3,14,5,9,0,3,0,1.000,4.85,-0.4,.941,0,0,26.0,0,0,90.9%,11,10,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,4,0,0,0.0,0.0
132455,JOSÉ SÁNCHEZ,4,9,7,42,24,18,0,5,0,1.000,5.56,1.0,1.112,0,0,68.0,0,0,100.0%,21,21,85.7%,7,6,33.3%,3,1,50.0%,2,1,0.0%,3,0,2,0.0,0.0
129279,SANTIAGO SÁNZ,4,31,31,148,83,63,2,23,0,.986,5.11,-0.6,.965,0,0,257.1,0,0,94.5%,73,69,87.5%,8,7,35.3%,17,6,36.4%,11,4,22.2%,18,4,12,0.0,0.0
133975,CRAIG TATE,4,31,9,65,38,27,0,8,0,1.000,4.51,2.4,1.015,0,0,129.2,0,0,100.0%,27,27,100.0%,7,7,80.0%,10,8,50.0%,8,4,25.0%,8,2,5,0.0,0.0
127640,DAVID TAYLOR,4,51,50,290,170,116,4,45,0,.986,5.85,3.5,1.054,0,0,440.0,0,0,97.3%,147,143,68.0%,25,17,80.8%,26,21,17.2%,29,5,11.1%,36,4,10,0.0,0.0
127126,JEFF THOMAS,4,5,4,26,13,13,0,4,0,1.000,6.50,-0.1,.941,0,0,36.0,0,0,92.3%,13,12,100.0%,1,1,100.0%,1,1,25.0%,4,1,0.0%,0,0,1,0.0,0.0
129738,RAY THOMAS,4,34,33,154,82,70,2,23,0,.987,4.66,-2.0,.965,0,0,293.2,0,0,95.1%,82,78,76.9%,13,10,36.4%,11,4,16.7%,12,2,0.0%,20,0,7,0.0,0.0
135434,PETE URIBE,4,50,50,232,120,111,1,34,0,.996,4.71,-0.0,1.000,0,0,441.2,0,0,93.7%,127,119,80.0%,20,16,56.2%,16,9,30.8%,13,4,9.4%,32,3,5,0.0,0.0
130026,DAVE VAN AL,4,2,2,14,6,7,1,1,0,.929,6.50,-0.9,.836,0,0,18.0,0,0,87.5%,8,7,50.0%,2,1,0.0%,1,0,0.0%,1,0,0.0%,1,0,0,0.0,0.0
132696,IRA VAN LOO,4,30,26,111,66,43,2,14,0,.982,4.22,-0.5,1.017,0,0,232.2,0,0,91.2%,57,52,100.0%,8,8,50.0%,18,9,28.6%,14,4,0.0%,18,0,6,0.0,0.0
132853,GUSTAVO VARGAS,4,38,38,171,100,69,2,26,0,.988,4.67,-0.5,1.011,0,0,325.2,0,0,94.3%,87,82,64.3%,14,9,55.6%,18,10,5.9%,17,1,26.7%,15,4,9,0.0,0.0
127317,ROBERTO VILLANUEVA,4,49,49,247,150,96,1,32,0,.996,4.99,5.0,1.085,0,0,444.0,0,0,93.5%,138,129,90.5%,21,19,56.0%,25,14,57.1%,14,8,17.1%,35,6,10,0.0,0.0
127012,HARVEY WELCH,4,13,13,56,21,34,1,7,0,.982,4.49,-1.3,.902,0,0,110.1,0,0,86.2%,29,25,57.1%,7,4,80.0%,5,4,0.0%,2,0,0.0%,0,0,3,0.0,-0.0
133943,RICKY WESTON,4,15,15,65,35,29,1,11,0,.985,4.48,-1.2,.941,0,0,128.2,0,0,93.1%,29,27,87.5%,8,7,14.3%,7,1,16.7%,6,1,12.5%,8,1,2,0.0,0.0
130413,BENJAMIN WISE,4,45,45,250,134,109,7,37,0,.972,5.39,2.4,1.050,0,0,406.0,0,0,94.4%,124,117,73.3%,15,11,38.1%,21,8,31.8%,22,7,32.4%,34,11,12,0.0,-0.0
128946,LELAND WYATT,4,1,0,1,1,0,0,0,0,1.000,1.42,-0.1,.941,0,0,6.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
133889,VICENTE ÁRIAS,4,49,49,221,119,98,4,30,0,.982,4.50,-9.8,.887,0,0,433.2,0,0,88.9%,135,120,45.0%,20,9,33.3%,18,6,0.0%,20,0,9.7%,31,3,14,0.0,0.0
