ID,Name,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
136461,TOMÁS HERNÁNDEZ,7,1,0,3,0,3,0,0,0,1.000,13.50,-0.7,.721,0,0,2.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,1,0,0.0%,0,0,2,0.0,0.7
136115,VALENTÍN HERNÁNDEZ,7,25,24,52,1,51,0,0,0,1.000,2.21,-0.1,.981,0,0,212.0,0,0,100.0%,40,40,100.0%,7,7,100.0%,2,2,14.3%,7,1,11.1%,9,1,14,0.0,-0.4
131065,ANDREW HERRELL,7,4,1,4,0,4,0,0,0,1.000,2.25,-0.1,.961,0,0,16.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
133343,JEFFERY HILL,7,50,50,105,1,103,1,1,0,.990,2.17,4.2,1.066,0,0,431.2,0,0,100.0%,69,69,89.5%,19,17,90.9%,11,10,22.2%,9,2,33.3%,15,5,15,0.0,-1.1
128418,TONY HILLIARD,7,14,14,30,0,30,0,0,0,1.000,2.13,0.4,1.068,0,0,127.0,0,0,100.0%,25,25,66.7%,3,2,100.0%,2,2,0.0%,5,0,16.7%,6,1,7,0.0,0.5
120871,JERRY HINOJOSA,7,2,0,1,0,1,0,0,0,1.000,4.50,-0.0,.961,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
120774,JONATHAN HOLMES,7,8,5,15,0,15,0,0,0,1.000,2.60,0.3,1.030,0,0,52.0,0,0,100.0%,11,11,100.0%,3,3,100.0%,1,1,0.0%,1,0,0.0%,1,0,3,0.0,0.3
128078,EUGENE JACKSON,7,47,45,90,0,89,1,0,0,.989,2.07,2.3,1.058,0,0,386.2,0,0,98.3%,60,59,100.0%,15,15,73.3%,15,11,28.6%,7,2,10.5%,19,2,22,0.0,-0.9
132152,DANNY JACOBS,7,2,2,1,0,1,0,0,0,1.000,0.56,-0.0,.961,0,0,16.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
131587,AL JOHNSTOUNE,7,49,49,103,0,100,3,0,0,.971,2.10,0.6,1.046,0,0,429.1,0,0,97.4%,77,75,94.7%,19,18,50.0%,6,3,0.0%,7,0,16.0%,25,4,25,0.0,-1.1
134872,STEWART JONES,7,2,1,2,0,2,0,0,0,1.000,1.80,-0.0,.961,0,0,10.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,-0.0
134510,WELDON JONES,7,44,44,96,0,96,0,0,0,1.000,2.19,0.2,.992,0,0,394.0,0,0,97.1%,70,68,100.0%,16,16,50.0%,8,4,53.8%,13,7,5.6%,18,1,22,0.0,3.0
133574,NAIM KALAJ,7,5,4,10,0,10,0,0,0,1.000,1.96,-0.1,.961,0,0,46.0,0,0,100.0%,7,7,0.0%,0,0,50.0%,2,1,25.0%,4,1,20.0%,5,1,2,0.0,-0.3
136066,HAYDEN KEEVIL,7,49,46,90,2,87,1,1,0,.989,1.91,0.3,1.008,0,0,420.1,0,0,97.0%,66,64,100.0%,13,13,66.7%,6,4,18.2%,11,2,17.4%,23,4,20,0.0,-0.8
127446,BILLY LANE,7,6,5,14,0,14,0,0,0,1.000,2.80,-0.6,.897,0,0,45.0,0,0,100.0%,10,10,100.0%,2,2,100.0%,2,2,0.0%,3,0,0.0%,2,0,1,0.0,0.4
126496,DAN LARKIN,7,6,5,14,0,14,0,0,0,1.000,2.03,1.5,1.223,0,0,62.0,0,0,100.0%,10,10,100.0%,1,1,100.0%,1,1,0.0%,2,0,100.0%,2,2,6,0.0,-0.3
126866,GARY LEWIS,7,1,0,1,0,1,0,0,0,1.000,3.00,-0.1,.961,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
120912,PACO LEÓN,7,32,32,49,2,47,0,0,0,1.000,1.60,-4.0,.902,0,0,275.2,0,0,96.7%,30,29,72.2%,18,13,60.0%,5,3,22.2%,9,2,0.0%,12,0,12,0.0,-0.1
121413,RALPH MCCOY,7,3,3,6,0,6,0,0,0,1.000,2.00,-0.3,.961,0,0,27.0,0,0,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,1,0,1,0.0,0.5
126467,BOBBY MCGEEHAN,7,38,38,63,1,62,0,0,0,1.000,1.70,0.2,1.047,0,0,334.0,0,0,100.0%,43,43,86.7%,15,13,83.3%,6,5,11.1%,9,1,0.0%,12,0,16,0.0,-1.1
126859,CRAIG MILLER,7,2,2,4,0,4,0,0,0,1.000,2.25,0.3,1.281,0,0,16.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,0.0,-0.1
129815,MATT MILLER,7,51,51,97,4,93,0,0,0,1.000,1.97,-6.4,.894,0,0,442.2,0,0,100.0%,72,72,78.9%,19,15,44.4%,9,4,20.0%,10,2,0.0%,27,0,27,0.0,0.5
126785,BRAD MINCHEY,7,13,10,24,0,24,0,0,0,1.000,2.34,-0.7,.961,0,0,92.1,0,0,100.0%,17,17,75.0%,8,6,0.0%,0,0,50.0%,2,1,0.0%,3,0,8,0.0,0.8
126664,WILL MITCHELL,7,34,32,73,1,72,0,0,0,1.000,2.30,0.8,1.004,0,0,285.1,0,0,100.0%,55,55,100.0%,9,9,83.3%,6,5,11.1%,9,1,25.0%,8,2,13,0.0,0.1
126266,TERRY MOODY,7,11,10,24,0,23,1,0,0,.958,2.33,0.8,1.007,0,0,88.2,0,0,100.0%,16,16,100.0%,3,3,100.0%,1,1,40.0%,5,2,50.0%,2,1,1,0.0,0.5
125744,GONZALO MORENO,7,51,50,117,0,116,1,0,0,.991,2.31,1.7,1.035,0,0,451.0,0,0,98.9%,91,90,88.9%,9,8,55.6%,18,10,50.0%,12,6,12.5%,16,2,23,0.0,2.8
122063,BRUNO MULLEN,7,3,3,6,0,6,0,0,0,1.000,2.00,0.2,1.153,0,0,27.0,0,0,100.0%,5,5,0.0%,0,0,0.0%,1,0,0.0%,2,0,100.0%,1,1,0,0.0,0.1
133663,RUBÉN MUÑÓZ,7,3,2,2,0,2,0,0,0,1.000,1.00,-0.0,.961,0,0,18.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127390,PAUL MÉNDEZ,7,1,1,2,0,2,0,0,0,1.000,2.00,-0.1,.961,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
126865,ALBERT NAVA,7,5,5,7,2,5,0,1,0,1.000,1.43,-0.6,.961,0,0,44.0,0,0,100.0%,4,4,100.0%,1,1,0.0%,1,0,0.0%,3,0,0.0%,1,0,2,0.0,0.6
133867,STEVE NELSON,7,39,39,72,1,70,1,0,0,.986,1.84,-0.4,.961,0,0,347.2,0,0,98.1%,52,51,100.0%,9,9,85.7%,7,6,16.7%,6,1,13.6%,22,3,18,0.0,-0.5
120410,MERRILL NICHOLSON,7,24,24,58,0,58,0,0,0,1.000,2.44,0.7,1.014,0,0,214.0,0,0,100.0%,40,40,100.0%,11,11,62.5%,8,5,33.3%,3,1,10.0%,10,1,10,0.0,-1.4
125641,MATHEW NISHIJIMA,7,7,7,19,0,19,0,0,0,1.000,2.55,0.3,1.014,0,0,67.0,0,0,100.0%,13,13,100.0%,4,4,0.0%,1,0,50.0%,2,1,20.0%,5,1,2,0.0,-0.0
130069,RAY NORRIS,7,2,0,4,0,3,1,0,0,.750,6.75,0.5,1.442,0,0,4.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,2,0,0,0.0,0.1
134257,MIKE O'NEAL,7,33,21,44,2,42,0,0,0,1.000,1.86,0.6,1.010,0,0,212.2,0,0,100.0%,29,29,100.0%,6,6,40.0%,5,2,44.4%,9,4,11.1%,9,1,14,0.0,0.6
134056,DANIEL OROZCO,7,1,1,5,0,4,1,0,0,.800,4.00,-0.5,.769,0,0,9.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,3,0,1,0.0,0.0
133781,TONY OTNESS,7,8,8,22,0,22,0,0,0,1.000,2.57,-0.3,.961,0,0,77.0,0,0,100.0%,16,16,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,6,0,7,0.0,0.3
137191,JESÚS PACHECO,7,43,43,91,0,89,2,0,0,.978,2.12,1.3,1.023,0,0,377.2,0,0,100.0%,65,65,84.6%,13,11,77.8%,9,7,33.3%,9,3,13.0%,23,3,28,0.0,-0.4
125685,KENNETH PADGETT,7,36,34,66,0,66,0,0,0,1.000,1.94,1.3,.994,0,0,306.0,0,0,100.0%,47,47,100.0%,9,9,85.7%,7,6,42.9%,7,3,14.3%,7,1,10,0.0,-0.4
127189,TRENT PARKER,7,50,50,90,1,87,2,0,0,.978,1.80,0.3,.997,0,0,440.0,0,0,100.0%,69,69,100.0%,12,12,25.0%,4,1,42.9%,7,3,11.1%,18,2,26,0.0,-0.8
134755,ANTHONY PARKINSON,7,50,50,96,2,94,0,0,0,1.000,1.99,1.5,1.054,0,0,434.0,0,0,100.0%,72,72,92.9%,14,13,57.1%,7,4,18.2%,11,2,14.3%,21,3,28,0.0,-0.0
123129,KOI PIERAH,7,3,0,5,0,5,0,0,0,1.000,2.65,-0.2,.961,0,0,17.0,0,0,100.0%,4,4,100.0%,1,1,0.0%,0,0,0.0%,2,0,0.0%,0,0,1,0.0,-0.1
122229,ALEXIS PIQUET,7,30,29,65,0,65,0,0,0,1.000,2.26,0.5,1.008,0,0,259.0,0,0,100.0%,52,52,90.0%,10,9,100.0%,2,2,25.0%,4,1,11.1%,9,1,13,0.0,-0.7
130060,DAVID PRUEND,7,10,10,17,0,17,0,0,0,1.000,1.73,-0.5,.961,0,0,88.2,0,0,100.0%,12,12,100.0%,4,4,100.0%,1,1,0.0%,5,0,0.0%,3,0,6,0.0,0.0
131744,DAVID PÉREZ,7,50,49,97,0,95,2,0,0,.979,1.94,0.9,1.027,0,0,441.0,0,0,98.6%,69,68,94.1%,17,16,85.7%,7,6,28.6%,14,4,4.8%,21,1,23,0.0,1.6
132133,LUIS RAMÍREZ,7,1,1,3,0,3,0,0,0,1.000,3.00,0.0,.961,0,0,9.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,2,0,1,0.0,-0.0
129078,JUAN REYES,7,25,25,51,1,50,0,1,0,1.000,2.03,-0.5,1.002,0,0,226.0,0,0,100.0%,40,40,100.0%,8,8,50.0%,4,2,0.0%,5,0,0.0%,6,0,16,0.0,0.1
128061,ALBERTO RODRÍGUEZ,7,3,3,7,0,7,0,0,0,1.000,2.33,0.2,.961,0,0,27.0,0,0,100.0%,6,6,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,1,0,1,0.0,0.2
137244,CARLOS ROJAS,7,29,22,38,1,35,2,0,0,.947,1.56,-0.2,1.021,0,0,207.2,0,0,96.4%,28,27,100.0%,4,4,50.0%,4,2,33.3%,6,2,0.0%,6,0,17,0.0,-0.3
122612,KELAN ROMANOV,7,6,2,5,0,5,0,0,0,1.000,2.25,-0.0,.961,0,0,20.0,0,0,100.0%,3,3,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.1
125939,NICK ROWLAND,7,17,17,40,0,38,2,0,0,.950,2.15,-5.2,.830,0,0,159.1,0,0,97.2%,36,35,50.0%,6,3,0.0%,3,0,0.0%,6,0,0.0%,5,0,6,0.0,-0.6
134183,WILLIS RUSSELL,7,51,50,89,7,81,1,0,0,.989,1.79,0.7,1.041,0,0,443.0,0,0,100.0%,50,50,88.2%,17,15,66.7%,12,8,18.2%,22,4,14.3%,28,4,17,0.0,-0.2
134007,HÉCTOR SALINAS,7,6,6,12,0,12,0,0,0,1.000,2.00,0.5,1.048,0,0,54.0,0,0,100.0%,9,9,100.0%,1,1,0.0%,0,0,0.0%,3,0,50.0%,4,2,1,0.0,-0.0
123391,CULLEY SKE,7,1,0,1,0,1,0,0,0,1.000,9.00,-0.0,.961,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128641,JOHN SMITH,7,44,44,102,2,100,0,0,0,1.000,2.32,3.5,1.036,0,0,396.1,0,0,100.0%,68,68,90.9%,22,20,100.0%,2,2,60.0%,10,6,26.7%,15,4,18,0.0,-0.6
120995,VICTOR SMITH,7,17,15,26,0,26,0,0,0,1.000,1.78,0.3,1.003,0,0,131.1,0,0,100.0%,20,20,100.0%,4,4,100.0%,1,1,0.0%,2,0,20.0%,5,1,7,0.0,-0.1
131335,HOMER SPENCER,7,26,24,49,0,49,0,0,0,1.000,2.06,1.1,1.005,0,0,213.2,0,0,100.0%,34,34,100.0%,8,8,50.0%,4,2,28.6%,7,2,50.0%,6,3,11,0.0,-0.3
120028,JAMES STEPHENS,7,1,0,1,0,1,0,0,0,1.000,2.25,-0.0,.961,0,0,4.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
129173,RICKY STEPHENS,7,1,0,1,0,1,0,0,0,1.000,4.50,-0.0,.961,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
127504,DAN SULLIVAN,7,11,10,23,0,22,1,0,0,.957,2.08,0.5,1.007,0,0,95.0,0,0,93.8%,16,15,100.0%,4,4,100.0%,1,1,100.0%,1,1,100.0%,1,1,4,0.0,0.3
127263,JOE SULLIVAN,7,43,42,95,3,90,2,0,0,.979,2.25,0.9,.984,0,0,371.2,0,0,98.5%,65,64,100.0%,13,13,100.0%,7,7,30.8%,13,4,13.3%,15,2,17,0.0,0.8
135180,JESÚS SÁNCHEZ,7,1,1,6,0,5,1,0,0,.833,5.00,-0.6,.769,0,0,9.0,0,0,50.0%,2,1,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,1,0.0,0.3
124844,KEN'ICHI TADA,7,2,2,2,0,2,0,0,0,1.000,1.00,-0.0,.961,0,0,18.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,100.0%,1,1,0.0%,1,0,3,0.0,-0.1
134483,JUNIOR TAPEA,7,2,0,2,0,2,0,0,0,1.000,1.86,-0.0,.961,0,0,9.2,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
128509,DELL TAYLOR,7,5,3,10,1,9,0,1,0,1.000,3.14,-0.9,.854,0,0,28.2,0,0,85.7%,7,6,100.0%,3,3,0.0%,0,0,0.0%,1,0,0.0%,2,0,3,0.0,0.6
125211,KENNY THOMAS,7,2,0,1,0,1,0,0,0,1.000,3.86,-0.0,.961,0,0,2.1,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0.0,0.0
130045,CHRIS THOMPSON,7,4,4,7,0,7,0,0,0,1.000,1.80,-0.2,.961,0,0,35.0,0,0,100.0%,6,6,100.0%,1,1,0.0%,0,0,0.0%,1,0,0.0%,2,0,0,0.0,0.2
125665,LIVAN TILF,7,50,50,80,3,74,3,0,0,.963,1.60,0.0,1.018,0,0,432.1,0,0,98.1%,54,53,100.0%,15,15,20.0%,5,1,33.3%,9,3,10.5%,19,2,32,0.0,-0.6
136632,AUGUSTO URBINA,7,4,0,3,0,3,0,0,0,1.000,3.86,-0.1,.961,0,0,7.0,0,0,100.0%,2,2,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,2,0,0,0.0,0.3
134529,TERRY VAN BRUSSEL,7,29,27,36,1,34,1,0,0,.972,1.38,-2.6,.932,0,0,229.0,0,0,91.3%,23,21,81.8%,11,9,33.3%,6,2,40.0%,5,2,0.0%,8,0,13,0.0,1.1
133001,ÁLEX VARGAS,7,49,49,96,2,92,2,0,0,.979,2.02,-2.0,.972,0,0,418.0,0,0,95.5%,67,64,95.2%,21,20,75.0%,8,6,10.0%,10,1,6.7%,15,1,18,0.0,0.2
124701,HUNTER VILLARREAL,7,12,12,29,0,29,0,0,0,1.000,2.31,1.3,1.038,0,0,113.0,0,0,100.0%,18,18,100.0%,6,6,66.7%,3,2,100.0%,3,3,0.0%,1,0,5,0.0,0.0
130391,LUIS VÉLEZ,7,3,2,3,0,3,0,0,0,1.000,1.42,-0.0,.961,0,0,19.0,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,1,0,0.0%,1,0,1,0.0,-0.1
121759,JOHN WHITE,7,6,5,10,0,10,0,0,0,1.000,2.09,0.7,1.068,0,0,43.0,0,0,100.0%,6,6,100.0%,1,1,100.0%,2,2,100.0%,1,1,0.0%,2,0,1,0.0,0.4
123990,MITCHELL WILLIAMS,7,4,2,4,1,3,0,0,0,1.000,1.64,-0.2,.961,0,0,22.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,1,0,3,0.0,0.4
126074,STEVE WOOD,7,21,21,44,2,41,1,0,0,.977,2.05,-0.4,.985,0,0,189.0,0,0,100.0%,32,32,100.0%,5,5,60.0%,5,3,0.0%,5,0,16.7%,6,1,4,0.0,0.6
126129,MIKE WOODWORTH,7,5,5,9,0,8,1,0,0,.889,1.53,-0.7,.961,0,0,47.0,0,0,83.3%,6,5,100.0%,3,3,0.0%,1,0,0.0%,1,0,0.0%,0,0,1,0.0,0.0
117403,DON WOOTEN,7,34,34,67,2,64,1,0,0,.985,1.99,0.4,1.026,0,0,298.0,0,0,100.0%,52,52,100.0%,5,5,50.0%,8,4,50.0%,6,3,0.0%,15,0,29,0.0,-0.1
128176,JEFF YOUNG,7,1,1,1,0,1,0,0,0,1.000,1.00,0.2,.961,0,0,9.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,1,0,1,0.0,0.0
