ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
23102,TEDDY GRISHAM,TEDDY,GRISHAM,,PIT,AAA,31,13,43,43,H,N,Normal,25,25,25,60,75,55,70,35,60,40,4,10,10,47,35,12,0,10,0,-0.6,0,0,93.2,0,0,96.9%,32,31,33.3%,3,1,50.0%,4,2,0.0%,7,0,0.0%,5,0,2,0.0,0.0
38777,RORY HARMS,RORY,HARMS,,BOS,AAA,25,3,48,48,N,H,Normal,20,20,20,55,55,35,65,35,60,25,4,25,22,84,52,32,0,15,0,-1.7,0,0,180.2,0,0,86.0%,50,43,60.0%,5,3,50.0%,8,4,25.0%,8,2,18.2%,11,2,2,0.0,0.0
7161,JEREMIAH HILTUNEN,JEREMIAH,HILTUNEN,,KCM,AAA,28,12,39,40,N,N,Normal,20,20,20,60,55,65,55,40,35,65,4,5,5,19,11,8,0,2,0,0.1,0,0,40.1,0,0,100.0%,11,11,100.0%,2,2,66.7%,3,2,0.0%,1,0,0.0%,2,0,0,0.0,0.0
11571,JOSH KONG,JOSH,KONG,,BAL,AAA,23,8,39,44,H,N,Normal,20,20,20,60,55,60,50,30,30,55,4,13,12,59,34,25,0,8,0,-0.5,0,0,105.0,0,0,96.8%,31,30,50.0%,8,4,50.0%,2,1,0.0%,4,0,20.0%,10,2,5,0.0,0.0
37339,OWEN MCDOUGAL,OWEN,MCDOUGAL,,SF,AAA,22,7,41,41,N,N,Normal,20,20,20,70,50,60,50,30,40,55,4,24,24,75,45,28,2,8,0,-2.5,0,0,211.0,0,0,86.8%,53,46,50.0%,8,4,50.0%,8,4,16.7%,6,1,12.5%,8,1,6,0.0,0.0
17660,PATRICK MCINTYRE,PATRICK,MCINTYRE,,DET,AAA,26,11,30,32,N,H,Normal,20,20,20,60,75,55,70,70,80,55,4,3,0,5,2,3,0,0,0,-0.2,0,0,6.0,0,0,66.7%,3,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,2,0,1,0.0,0.0
27266,PETE MICHELENA,PETE,MICHELENA,,TOR,AAA,25,11,36,37,H,N,Sparkplug,20,20,20,65,65,75,75,60,70,65,4,2,1,14,5,9,0,1,0,0.2,0,0,16.2,0,0,80.0%,5,4,66.7%,3,2,0.0%,0,0,33.3%,3,1,50.0%,2,1,0,0.0,0.0
20828,SAM PETERSON,SAM,PETERSON,,COL,AAA,26,8,40,41,N,N,Normal,20,20,20,60,50,40,45,55,45,40,4,1,1,9,3,5,1,2,0,-0.2,0,0,9.0,0,0,66.7%,3,2,0.0%,0,0,0.0%,1,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
35080,MARIO PITTMAN,MARIO,PITTMAN,,SF,AAA,25,10,30,38,L,L,Unmotivated,20,20,20,70,60,65,70,55,70,60,4,1,0,1,0,1,0,0,0,-0.1,0,0,4.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
37806,KEN RICHARDS,KEN,RICHARDS,,CWS,AAA,25,3,38,38,H,N,Captain,20,25,20,70,45,70,60,65,65,75,4,15,13,62,32,28,2,11,0,-3.3,0,0,104.0,0,0,77.1%,35,27,62.5%,8,5,40.0%,5,2,22.2%,9,2,0.0%,7,0,2,0.0,0.0
33995,JUDE SAGER,JUDE,SAGER,,OAK,AAA,28,9,37,38,L,N,Normal,20,20,20,60,65,60,65,50,50,55,4,34,33,159,101,54,4,24,0,-3.9,0,0,292.0,0,0,85.4%,103,88,37.5%,16,6,50.0%,18,9,37.5%,8,3,17.6%,17,3,3,0.0,0.0
9745,J.J. SERNA,J.J.,SERNA,,NYM,AAA,24,9,40,40,H,N,Sparkplug,20,20,20,60,60,45,80,45,35,35,4,8,7,25,15,9,1,4,0,-0.2,0,0,61.0,0,0,90.9%,11,10,60.0%,5,3,50.0%,2,1,50.0%,2,1,25.0%,4,1,1,0.0,0.0
32392,MARSHALL VICKERS,MARSHALL,VICKERS,,KCM,AAA,32,13,32,32,N,N,Normal,20,20,25,60,50,55,65,35,60,55,4,38,38,176,104,69,3,20,0,1.4,0,0,338.0,0,0,94.4%,108,102,77.8%,9,7,60.0%,15,9,28.6%,21,6,11.1%,18,2,10,0.0,0.0
14345,E.J. ZUMALT,E.J.,ZUMALT,,CHC,AAA,24,9,43,44,N,H,Normal,20,20,20,60,70,60,75,40,50,55,4,8,2,15,11,4,0,2,0,0.3,0,0,26.1,0,0,87.5%,8,7,0.0%,0,0,100.0%,2,2,100.0%,1,1,33.3%,3,1,1,0.0,0.0
