ID,Name,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,wOBA,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR
3886,Pat Loos,142,141,593,542,117,78,23,10,6,41,65,48,8.1,0,2,15,1,1,118,19.9,4,.216,.282,.328,.269,66,.265,64,1.8,3.73,51,12,-24.7,3.0,9.0
1241,Nick Lorence,57,46,199,188,55,41,8,2,4,20,23,8,4.0,0,2,0,1,0,28,14.1,2,.293,.327,.420,.322,102,.325,102,0.4,3.39,0,0,0.5,-1.1,-1.1
2923,Josue Martinez,141,141,542,502,120,78,21,7,14,65,61,27,5.0,0,7,7,6,0,114,21.0,7,.239,.284,.392,.291,82,.279,79,1.7,3.52,0,0,-12.9,-4.2,-4.2
3231,Ryan Riedel,140,140,597,532,139,94,26,2,17,70,70,50,8.4,0,8,1,7,0,119,19.9,14,.261,.330,.414,.323,101,.303,102,3.0,3.80,8,4,1.7,-0.2,-0.7
2197,Juan Rivera,138,138,525,489,126,96,16,3,11,63,55,31,5.9,0,3,0,2,0,103,19.6,12,.258,.305,.370,.295,83,.305,82,1.0,3.77,4,0,-10.7,-1.5,-0.9
2979,Gabe Roman,142,142,537,498,98,72,17,0,9,46,48,34,6.3,0,2,2,3,0,145,27.0,13,.197,.250,.285,.237,46,.256,42,-1.3,3.80,3,1,-36.4,1.1,1.0
3287,Matt Ross,142,142,514,484,103,74,17,4,8,35,49,24,4.7,0,5,6,1,0,109,21.2,10,.213,.257,.314,.251,55,.258,51,0.2,3.58,6,0,-29.3,0.6,1.8
2223,Jay Simpson,111,106,415,390,96,65,17,0,14,56,42,16,3.9,0,5,1,4,0,93,22.4,10,.246,.282,.397,.292,83,.286,80,-0.2,3.56,1,3,-9.4,-1.2,-2.7
395,John Smith,65,62,244,217,52,33,10,2,7,29,29,23,9.4,0,1,5,3,0,64,26.2,7,.240,.311,.401,.309,93,.302,92,0.7,3.97,3,1,-2.2,0.5,0.6
160,Michael Stevens,140,140,649,561,168,107,45,15,1,51,91,77,11.9,6,9,0,2,0,46,7.1,6,.299,.391,.439,.356,126,.324,125,5.4,3.62,28,9,19.9,2.9,4.7
1971,Benedikt Wiese,141,141,500,470,89,62,13,3,11,54,40,23,4.6,0,4,3,3,0,154,30.8,10,.189,.232,.300,.233,44,.253,39,-1.5,3.80,7,4,-35.9,0.7,0.2
724,Rick Yarbrough,138,137,616,539,153,86,39,4,24,85,90,72,11.7,0,2,0,3,0,110,17.9,16,.284,.369,.505,.373,135,.316,137,6.2,3.97,0,0,27.6,-0.3,-0.3
4245,Vic Zimmerman,141,141,579,520,122,82,20,4,16,72,55,48,8.3,0,10,2,1,0,140,24.2,11,.235,.311,.381,.304,88,.290,89,0.8,3.75,4,0,-7.5,0.5,1.1
1888,Noe Barcenas,143,143,536,489,100,64,17,2,17,69,53,40,7.5,0,4,3,3,0,156,29.1,9,.204,.269,.352,.271,68,.260,66,-0.4,3.81,2,3,-21.4,-0.1,-1.4
4185,Brad Clark,141,141,656,579,120,81,18,7,14,48,84,61,9.3,0,15,3,1,0,192,29.3,9,.207,.299,.335,.283,73,.283,74,1.3,4.05,40,11,-19.6,-0.9,2.8
1053,Andy DeAngelo,141,140,636,580,170,116,36,2,16,54,86,49,7.7,0,2,1,5,0,106,16.7,15,.293,.347,.445,.342,114,.333,115,4.2,3.63,0,0,11.9,-2.2,-2.2
1943,Felipe Diaz,35,24,102,90,20,9,7,0,4,13,14,9,8.8,0,1,0,2,0,27,26.5,0,.222,.294,.433,.310,95,.262,93,0.5,3.68,0,1,-0.8,0.5,-0.1
1288,Fortunato DiCenta,137,136,607,541,125,72,39,3,11,50,62,60,9.9,1,3,1,3,1,163,26.9,8,.231,.310,.375,.299,86,.308,85,1.3,3.90,11,5,-10.1,-0.2,-0.4
2307,Danny Figueroa,141,141,535,487,134,90,25,0,19,69,63,41,7.7,0,5,2,2,0,122,22.8,15,.275,.336,.444,.337,111,.330,112,1.2,3.82,2,0,8.0,-3.2,-3.1
2195,Derick Gasparovic,141,141,574,518,114,72,25,5,12,48,62,52,9.1,0,2,0,2,1,125,21.8,15,.220,.293,.357,.285,76,.266,76,0.9,3.71,7,8,-16.1,-2.4,-5.0
2848,Javy Gonzalez,141,141,538,497,109,71,22,3,13,63,53,33,6.1,0,6,3,2,0,139,25.8,9,.219,.275,.354,.275,70,.277,68,0.1,3.73,5,6,-19.9,0.8,-1.3
2111,Mike Harris,103,70,301,274,69,44,17,0,8,28,28,23,7.6,1,4,1,0,0,61,20.3,8,.252,.319,.401,.312,95,.298,95,0.6,3.81,0,1,-1.7,-3.8,-4.5
1803,Corey Luedtke,118,110,452,411,119,77,27,0,15,60,55,38,8.4,0,0,2,3,0,79,17.5,14,.290,.347,.465,.349,119,.325,120,2.8,3.82,2,0,11.1,-1.2,-1.1
2139,Josh Malke,140,140,594,525,123,76,29,0,18,75,65,62,10.4,0,1,3,6,0,122,20.5,12,.234,.313,.392,.308,91,.269,91,1.5,3.78,8,6,-5.8,-4.1,-5.5
115,Tim McCurry,145,140,624,537,147,92,38,4,13,77,62,79,12.7,9,2,0,6,0,116,18.6,6,.274,.365,.432,.337,117,.324,112,2.6,3.92,5,6,9.3,-2.3,-4.5
113,Wilson Moreno,140,140,605,553,137,110,27,0,0,42,64,40,6.6,0,10,4,2,0,56,9.3,15,.248,.309,.297,.273,67,.275,67,1.0,3.49,3,1,-23.2,-0.7,-0.9
1006,Dan Scheck,35,33,126,118,36,28,6,0,2,16,15,5,4.0,0,3,3,0,0,26,20.6,2,.305,.349,.407,.331,106,.378,108,0.3,3.75,0,0,1.2,0.1,0.1
254,Gerardo Vazquez,139,138,644,579,206,152,40,2,12,63,108,64,9.9,0,1,1,0,0,69,10.7,12,.356,.421,.494,.397,149,.390,154,5.5,3.74,0,3,41.6,-0.4,-2.5
583,Alexander Wilson,141,141,570,535,157,104,35,3,15,80,61,29,5.1,2,2,1,4,0,108,18.9,8,.293,.330,.454,.333,111,.341,109,2.3,3.68,9,0,6.6,-1.6,0.2
2221,Josh Berkowitz,71,40,183,171,52,33,13,0,6,23,22,11,6.0,0,1,2,0,0,32,17.5,8,.304,.350,.485,.358,125,.346,127,1.2,3.60,2,0,5.9,-0.3,0.0
537,Gerardo Escobar,139,139,574,523,144,97,26,4,17,67,63,43,7.5,1,6,10,2,0,110,19.2,14,.275,.336,.438,.334,109,.319,110,1.5,3.74,3,7,6.8,2.4,-0.8
679,Chris Mollison,139,139,612,507,128,86,21,0,21,77,91,89,14.5,3,12,0,4,0,125,20.4,11,.252,.374,.418,.347,116,.293,119,3.9,3.91,6,1,13.9,-1.1,-0.6
2232,Elijah Nelson,138,138,625,552,133,80,31,3,19,56,75,59,9.4,1,10,0,4,0,115,18.4,6,.241,.323,.411,.319,99,.270,99,3.2,3.79,1,0,-0.3,-2.9,-3.0
491,Orlando Rivera,33,28,117,111,28,23,5,0,0,4,13,6,5.1,0,0,0,0,0,24,20.5,5,.252,.291,.297,.262,61,.322,59,-0.5,3.50,0,0,-5.6,-0.8,-0.8
2365,Matt Troutman,141,141,613,560,173,110,33,2,28,94,105,47,7.7,2,3,2,3,0,103,16.8,15,.309,.364,.525,.376,139,.336,139,6.4,3.64,7,3,28.8,0.0,-0.2
1055,David Wren,89,80,332,307,85,63,15,0,7,37,28,20,6.0,1,4,0,1,0,54,16.3,6,.277,.328,.394,.314,96,.316,96,0.2,3.65,1,3,-1.5,-1.0,-2.5
959,Gil Aceves,135,135,545,498,136,83,35,2,16,63,64,44,8.1,0,3,1,0,0,99,18.2,12,.273,.336,.448,.338,111,.313,113,1.1,3.64,2,2,8.6,-2.3,-3.2
207,Joel Boyles,105,97,423,381,108,71,25,4,8,45,44,34,8.0,1,6,2,2,0,80,18.9,11,.283,.350,.433,.338,112,.339,113,0.9,3.81,1,0,6.6,-2.8,-2.9
1606,Bruce Brennan,141,141,571,527,147,94,21,4,28,89,67,32,5.6,0,9,1,3,0,112,19.6,18,.279,.329,.493,.350,120,.305,121,3.3,3.57,1,0,14.6,-6.0,-6.1
1054,Devin Sheehan,153,153,684,581,172,96,32,1,43,104,121,96,14.0,2,4,0,3,0,159,23.2,17,.296,.398,.577,.410,161,.338,163,5.6,4.09,4,4,51.2,-0.4,-1.9
1429,Johnny Wessman,140,140,617,567,157,103,30,1,23,70,86,43,7.0,0,5,0,2,0,132,21.4,16,.277,.332,.455,.339,112,.324,113,1.8,3.67,2,2,10.0,-1.6,-2.5
3174,Chris Briseno,141,140,553,513,133,92,25,1,15,60,48,31,5.6,4,5,0,4,0,134,24.2,12,.259,.306,.400,.300,90,.321,86,0.5,3.55,0,0,-8.8,-4.9,-4.9
1918,Oscar Castro,146,146,645,585,149,103,20,6,20,56,74,54,8.4,0,4,1,2,0,134,20.8,11,.255,.321,.412,.318,98,.298,99,0.1,3.72,3,4,-0.5,-2.5,-4.2
2025,Mike Rodriguez,141,140,588,537,137,95,23,1,18,75,60,46,7.8,0,0,0,5,0,117,19.9,13,.255,.311,.402,.309,93,.292,92,2.6,3.61,8,3,-5.0,0.0,0.1
1806,Antonio Vallejo,140,140,678,597,165,114,27,0,24,72,105,55,8.1,5,24,0,2,0,112,16.5,13,.276,.360,.442,.345,117,.305,118,4.4,3.69,21,6,14.6,2.4,4.0
3061,Jeremy Baase,141,141,558,503,124,85,27,4,8,66,45,45,8.1,0,5,3,5,0,109,19.5,9,.247,.312,.364,.296,84,.297,84,-0.8,3.71,1,2,-10.5,-2.9,-4.1
252,Jonathan Booth,136,136,610,529,142,91,20,6,25,89,76,71,11.6,5,9,0,1,1,116,19.0,14,.268,.364,.471,.355,126,.301,125,4.3,3.71,1,4,18.2,-1.8,-4.0
581,Romeu Cincotta,139,138,613,558,145,84,35,2,24,74,78,49,8.0,1,1,0,5,1,107,17.5,17,.260,.318,.459,.331,108,.280,107,2.6,3.78,2,4,5.8,-1.4,-3.2
1802,Devin Cuthbertson,140,140,568,525,147,93,31,0,23,91,71,32,5.6,0,8,0,3,0,109,19.2,16,.280,.329,.470,.342,115,.313,116,3.0,3.56,1,2,10.9,-0.5,-1.6
913,Francisco Gomez,140,140,588,536,142,96,26,1,19,70,62,41,7.0,2,4,0,7,0,105,17.9,16,.265,.318,.424,.317,100,.294,98,1.7,3.69,3,2,-1.1,-1.9,-2.5
347,Paul Hamlin,145,141,631,577,147,91,39,2,15,62,78,40,6.3,0,10,0,4,0,112,17.7,15,.255,.312,.407,.312,94,.291,94,0.2,3.55,28,12,-4.0,-3.9,-3.5
2057,Steve Kissinger,137,132,549,486,118,66,25,2,25,78,75,58,10.6,1,3,0,2,0,140,25.5,8,.243,.326,.457,.335,110,.288,111,0.8,3.81,2,0,7.3,-2.9,-2.8
3005,Josh Langlois,140,139,611,545,124,85,20,0,19,53,71,61,10.0,0,3,2,2,0,147,24.1,10,.228,.308,.369,.298,84,.276,85,2.7,4.03,48,13,-10.7,-2.7,2.0
2253,Leo Larios,140,140,633,600,172,119,23,9,21,66,75,28,4.4,0,3,1,2,0,125,19.7,6,.287,.321,.460,.333,110,.331,109,3.7,3.55,13,11,7.5,-0.0,-2.8
303,Jose Lopez,138,138,631,580,149,113,23,1,12,54,71,42,6.7,0,5,4,4,0,102,16.2,15,.257,.311,.362,.295,83,.291,83,-0.5,3.70,6,3,-12.5,0.1,-0.4
534,Ian Pitman,144,144,630,570,164,108,38,3,15,69,73,47,7.5,0,6,1,7,0,96,15.2,9,.288,.344,.444,.340,113,.320,114,2.2,3.72,0,1,10.6,-3.4,-4.4
2140,Blake Poore,142,142,530,474,93,57,22,1,13,49,51,47,8.9,0,6,4,3,0,244,46.0,8,.196,.275,.329,.268,64,.364,64,-0.1,4.15,3,3,-22.5,0.2,-0.9
1478,Mario Sanchez,139,139,599,532,150,93,35,2,20,72,69,57,9.5,1,6,0,4,1,116,19.4,15,.282,.356,.468,.353,122,.325,123,2.8,3.76,1,0,17.0,-4.2,-4.4
2026,Andy Toomey,140,140,615,549,128,79,30,2,17,61,75,52,8.5,4,11,0,3,0,129,21.0,10,.233,.311,.388,.301,89,.273,87,1.1,3.74,18,9,-9.2,-4.3,-4.8
1998,Luis Trevino,25,22,87,81,18,16,2,0,0,7,5,4,4.6,0,0,0,2,0,20,23.0,5,.222,.253,.247,.222,38,.286,32,-0.8,3.68,0,0,-7.0,0.3,0.3
538,James Wasinger,144,144,621,530,152,93,30,1,28,84,93,80,12.9,2,5,1,6,0,105,16.9,9,.287,.382,.506,.378,139,.308,140,4.7,3.86,1,3,30.1,-0.4,-2.2
2562,Tyler Andersson,62,47,206,191,58,40,8,0,10,28,28,10,4.9,0,5,0,0,0,54,26.2,5,.304,.354,.503,.368,130,.378,133,0.8,3.79,3,1,8.3,-2.5,-2.4
1637,Chris Atchley,149,148,670,614,145,100,31,5,9,57,88,44,6.6,0,7,3,5,0,134,20.0,4,.236,.293,.347,.280,74,.286,72,-0.2,3.68,29,5,-21.6,1.2,5.3
1577,Michael Curtin,139,139,647,575,141,90,24,4,23,77,91,64,9.9,0,3,1,5,0,124,19.2,8,.245,.321,.421,.321,100,.273,101,2.7,3.87,54,10,1.2,-1.1,6.5
1526,Jody Fazio,140,140,592,540,126,72,34,1,19,62,50,43,7.3,4,2,0,7,0,144,24.3,7,.233,.289,.406,.293,87,.279,81,0.4,3.73,0,0,-12.7,-3.2,-3.2
21,Brian Feinstein,140,140,609,541,147,92,31,3,21,86,73,55,9.0,2,7,0,6,0,118,19.4,13,.272,.343,.457,.342,116,.309,115,2.1,3.69,3,0,11.3,-3.9,-3.5
2642,Jake Gimmelfarb,138,134,550,516,115,84,19,1,11,47,45,27,4.9,0,5,4,2,0,120,21.8,20,.223,.267,.328,.261,61,.269,59,-1.8,3.70,2,2,-26.6,-2.6,-3.5
205,Danny Gonzalez,142,142,590,547,131,91,25,6,9,54,52,34,5.8,5,5,8,4,0,117,19.8,13,.239,.288,.356,.275,75,.287,69,0.2,3.59,11,8,-21.6,1.2,-0.4
1861,John Hill,112,91,370,341,98,66,23,0,9,38,45,28,7.6,0,0,0,1,0,83,22.4,4,.287,.341,.434,.335,110,.356,111,0.9,3.74,1,0,5.0,-1.2,-1.2
159,Ponipake Konane,136,136,619,538,155,85,38,1,31,127,89,62,10.0,1,6,0,13,1,117,18.9,22,.288,.360,.535,.375,140,.308,139,4.9,3.73,2,2,28.8,-1.6,-2.5
2056,Chris Lukes,106,105,429,385,102,62,24,2,14,50,44,43,10.0,0,0,0,1,0,77,17.9,9,.265,.338,.447,.339,112,.298,113,1.4,3.86,1,0,7.0,-3.0,-3.1
1665,Brad Maple,75,48,220,200,38,22,6,0,10,29,23,17,7.7,0,1,0,2,0,38,17.3,7,.190,.255,.370,.270,68,.182,65,-0.6,3.39,0,0,-9.0,-0.2,-0.2
817,Jaime Martinez,135,135,535,493,119,91,16,0,12,62,44,30,5.6,1,7,3,5,0,94,17.6,11,.241,.292,.347,.279,73,.273,71,0.4,3.70,3,5,-17.9,-0.1,-2.2
1521,Ramon Rodriguez,68,54,212,199,46,33,7,1,5,23,16,12,5.7,2,0,0,1,0,59,27.8,4,.231,.274,.352,.265,69,.301,62,-0.7,3.64,0,0,-9.5,-1.4,-1.4
1145,Justin Shaw,140,140,570,512,110,68,22,1,19,51,60,55,9.6,1,3,1,0,0,151,26.5,11,.215,.295,.373,.292,81,.266,80,-0.5,3.88,3,3,-12.9,-1.1,-2.2
1475,Dave Tanis,148,147,639,588,135,95,24,0,16,70,66,42,6.6,0,3,0,6,0,143,22.4,17,.230,.282,.352,.277,72,.274,70,-0.8,3.78,0,1,-22.6,0.7,-0.2
1333,Jonathan Torres,144,135,599,545,136,93,16,3,24,68,83,44,7.3,4,7,0,3,0,116,19.4,9,.250,.312,.422,.313,98,.275,95,0.1,3.76,18,2,-3.2,0.2,3.2
256,Victor Victoriano,150,150,680,603,192,114,33,4,41,114,109,69,10.1,0,4,0,4,0,127,18.7,24,.318,.390,.590,.413,162,.344,165,6.8,3.86,3,1,52.7,-2.6,-2.9
2392,Ray Ward,65,54,226,200,49,35,9,0,5,14,27,21,9.3,0,4,0,1,0,51,22.6,5,.245,.327,.365,.307,89,.303,91,-0.1,3.83,1,1,-2.2,-0.7,-1.2
393,Andy Watts,150,150,690,581,186,110,36,3,37,104,126,100,14.5,4,5,0,4,0,121,17.5,14,.320,.422,.583,.421,170,.349,171,6.2,3.91,3,1,58.3,-3.2,-3.6
3258,Fernando Acevedo,141,139,569,511,118,73,25,1,19,51,70,53,9.3,0,5,1,0,0,184,32.3,13,.231,.309,.395,.308,91,.321,92,2.4,3.96,15,3,-5.3,0.1,1.9
1384,Dan Booher,148,148,653,555,152,94,39,0,19,80,81,83,12.7,2,9,0,6,1,102,15.6,24,.274,.374,.447,.355,123,.302,125,3.3,3.90,3,1,19.4,-1.8,-2.1
2506,Chris Fall,51,43,177,159,37,27,6,1,3,12,18,15,8.5,0,1,0,2,0,26,14.7,3,.233,.299,.340,.282,74,.258,73,0.0,3.59,0,0,-5.5,-0.9,-0.9
1381,Daniel Flores,150,150,672,578,158,93,32,6,27,78,92,81,12.1,0,9,0,4,0,130,19.3,18,.273,.369,.490,.369,132,.308,134,3.0,3.95,2,0,27.6,-1.1,-1.1
64,Juan Gallego,96,54,268,242,65,48,7,0,10,41,25,25,9.3,0,1,0,0,0,49,18.3,6,.269,.340,.421,.332,106,.301,109,0.6,3.65,1,1,2.9,-0.3,-0.8
253,Jasa Gojkovic,142,142,594,545,165,134,30,1,0,43,51,38,6.4,0,7,9,4,0,80,13.5,17,.303,.354,.361,.317,96,.352,98,0.9,3.59,1,2,-1.3,-1.5,-2.8
1525,Kevin Green,106,99,395,370,87,55,16,5,11,28,44,19,4.8,0,5,10,1,0,96,24.3,4,.235,.281,.395,.291,82,.288,80,0.3,3.67,5,2,-9.2,1.6,1.6
2193,Tim Hammac,140,131,566,521,123,82,25,3,13,56,51,43,7.6,0,1,2,1,0,121,21.4,9,.236,.295,.370,.291,80,.284,79,-1.1,3.70,4,2,-13.4,-1.6,-2.0
1832,Phil Harder,54,29,135,119,23,18,4,0,1,17,9,13,9.6,0,0,0,3,0,33,24.4,4,.193,.267,.252,.236,43,.250,41,-0.4,3.73,2,0,-9.4,-1.6,-1.2
208,Raul Martinez,137,132,496,454,129,92,20,2,15,63,53,33,6.7,2,3,0,6,0,107,21.6,11,.284,.333,.436,.328,108,.337,106,1.4,3.61,0,1,3.6,-3.1,-3.9
300,Sergio Martinez,87,55,282,240,68,44,15,0,9,40,43,37,13.1,1,4,0,1,0,51,18.1,9,.283,.387,.458,.366,130,.326,132,1.7,3.93,2,0,11.0,-0.6,-0.3
1749,Ivan Mejia,110,99,415,381,102,63,21,4,14,58,58,22,5.3,0,7,1,5,0,87,21.0,8,.268,.316,.454,.328,107,.309,106,-0.5,3.67,2,2,3.1,-3.2,-4.0
1720,Tim Michalak,149,149,637,554,138,82,29,5,22,73,75,75,11.8,1,5,0,3,0,161,25.3,19,.249,.342,.439,.338,111,.310,112,1.6,4.07,2,1,9.7,-0.4,-0.9
678,Stephen O'Dwyer,110,80,370,318,83,47,15,1,20,61,55,40,10.8,3,9,1,3,0,84,22.7,8,.261,.357,.503,.362,131,.290,129,2.0,3.91,4,5,13.0,0.3,-1.4
914,Matt Papageorge,131,127,544,503,149,109,28,1,11,64,58,36,6.6,0,1,0,4,0,77,14.2,15,.296,.342,.421,.331,107,.329,108,0.8,3.63,0,0,5.2,-4.6,-4.6
723,Josh Plato,134,134,614,566,162,123,25,1,13,51,83,38,6.2,0,6,3,4,0,90,14.7,18,.286,.336,.403,.322,101,.319,101,0.4,3.56,3,3,1.3,-1.4,-2.7
17,Willis Trevino,156,156,665,581,152,86,31,4,31,94,91,77,11.6,2,2,0,5,0,128,19.2,13,.262,.347,.489,.355,125,.283,125,2.2,3.84,1,1,19.7,-3.1,-3.8
1582,Frank Valenzuela,73,43,197,172,42,34,7,0,1,20,14,23,11.7,0,1,1,1,0,33,16.8,2,.244,.335,.302,.291,76,.295,80,-0.5,3.80,0,0,-4.7,-2.1,-2.1
2200,Jeff Warner,137,137,636,588,159,116,23,7,13,57,80,44,6.9,0,0,5,4,0,123,19.3,11,.270,.319,.400,.312,95,.320,94,3.2,3.57,28,9,-4.0,1.8,3.6
3976,Lung Weng,53,13,69,66,14,9,0,0,5,12,9,3,4.3,0,0,3,0,0,26,37.7,1,.212,.246,.439,.290,82,.257,79,-0.0,4.06,2,1,-1.7,0.0,-0.0
