ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
963,Bryan Hudson,10,8,137,136,376,10,364,2,1,0,.995,2.73,12.5,1.052,0,0,1234.0,0,0,99.5%,207,206,100.0%,81,81,72.5%,40,29,53.2%,62,33,28.8%,52,15,123,0.0,-4.3
870,Rico Huaman,10,8,16,16,34,0,34,0,0,0,1.000,2.17,-0.6,.968,0,0,141.1,0,0,94.1%,17,16,100.0%,9,9,80.0%,5,4,40.0%,10,4,14.3%,7,1,13,0.0,1.7
400,Josh Holliday,7,8,26,24,63,1,60,2,0,0,.968,2.53,-4.2,.893,0,0,217.1,0,0,97.5%,40,39,86.7%,15,13,50.0%,6,3,45.5%,11,5,0.0%,12,0,19,0.0,3.6
73,Jake Heim,16,8,19,18,50,0,50,0,0,0,1.000,2.66,-2.3,.906,0,0,169.0,0,0,96.6%,29,28,80.0%,10,8,87.5%,8,7,42.9%,14,6,16.7%,6,1,19,0.0,-0.7
1105,Hector Gonzales,12,8,27,27,59,0,58,1,0,0,.983,2.18,-9.6,.803,0,0,239.0,0,0,89.1%,46,41,64.7%,17,11,57.1%,7,4,22.2%,9,2,0.0%,5,0,21,0.0,2.4
1669,Benito Garza,8,8,4,4,8,0,8,0,0,0,1.000,2.00,-1.2,.797,0,0,36.0,0,0,100.0%,4,4,66.7%,3,2,100.0%,1,1,33.3%,3,1,0.0%,3,0,3,0.0,0.4
1152,Jonathan Garcia,10,8,22,22,51,0,51,0,0,0,1.000,2.41,-2.1,.923,0,0,190.2,0,0,100.0%,29,29,84.6%,13,11,60.0%,10,6,50.0%,8,4,14.3%,7,1,20,0.0,2.1
778,Danny Gallegos,11,8,33,21,52,1,51,0,0,0,1.000,2.28,-4.0,.892,0,0,205.2,0,0,97.1%,34,33,92.9%,14,13,37.5%,8,3,28.6%,7,2,0.0%,5,0,23,0.0,-0.5
2148,Ray Flagge,9,8,139,139,394,7,384,3,1,0,.992,2.81,14.4,1.057,0,0,1253.1,0,0,100.0%,231,231,100.0%,81,81,86.8%,38,33,54.5%,55,30,20.0%,45,9,109,0.0,-3.0
1864,Robby Evans,8,8,140,140,428,20,405,3,3,0,.993,3.08,18.2,1.083,0,0,1241.1,0,0,100.0%,250,250,95.5%,66,63,79.0%,62,49,63.0%,46,29,23.0%,61,14,121,0.0,3.7
1296,Marco Elias,20,8,96,96,235,11,222,2,2,0,.991,2.43,-10.2,.946,0,0,862.0,0,0,96.6%,147,142,81.5%,54,44,61.1%,36,22,34.6%,26,9,14.7%,34,5,78,0.0,-0.1
4340,Eric Driver,6,8,141,141,443,22,415,6,3,0,.986,3.13,22.2,1.083,0,0,1254.2,0,0,99.6%,233,232,100.0%,78,78,90.6%,64,58,59.3%,59,35,27.3%,44,12,121,0.0,5.1
2286,Nick Derdzinski,10,8,140,140,390,13,375,2,2,0,.995,2.82,11.7,1.059,0,0,1238.2,0,0,99.6%,224,223,95.1%,82,78,78.3%,46,36,60.0%,50,30,15.1%,53,8,118,0.0,-1.7
1339,Joel de Leon,17,8,21,21,49,2,46,1,0,0,.980,2.34,-2.6,.917,0,0,185.0,0,0,100.0%,27,27,81.2%,16,13,40.0%,5,2,50.0%,6,3,11.1%,9,1,20,0.0,0.3
2032,Rafael de la Cruz,6,8,18,18,45,1,44,0,0,0,1.000,2.56,0.1,1.044,0,0,158.0,0,0,100.0%,34,34,100.0%,6,6,50.0%,2,1,37.5%,8,3,0.0%,8,0,20,0.0,-0.5
636,Mike Crone,10,8,137,137,383,15,365,3,3,0,.992,2.81,7.3,1.008,0,0,1219.0,0,0,98.2%,220,216,100.0%,77,77,72.1%,43,31,66.7%,42,28,26.0%,50,13,101,0.0,2.1
634,Ted Coulombe,12,8,21,20,68,2,64,2,1,0,.971,3.26,3.5,1.081,0,0,182.0,0,0,100.0%,38,38,100.0%,15,15,100.0%,6,6,80.0%,5,4,20.0%,5,1,25,0.0,-0.3
2172,Curt Codner,8,8,34,28,64,2,61,1,0,0,.984,2.26,-2.4,.908,0,0,251.0,0,0,94.9%,39,37,90.9%,11,10,62.5%,8,5,58.3%,12,7,22.2%,9,2,25,0.0,-1.2
4185,Brad Clark,5,8,124,124,331,11,314,6,1,0,.982,2.67,5.4,1.026,0,0,1095.1,0,0,99.0%,193,191,94.6%,56,53,70.2%,47,33,58.0%,50,29,19.0%,42,8,91,0.0,-0.4
2004,Mario Cisneros,9,8,60,57,152,7,142,3,0,0,.980,2.58,7.3,1.072,0,0,519.2,0,0,100.0%,75,75,100.0%,27,27,95.2%,21,20,57.1%,28,16,20.0%,20,4,61,0.0,0.3
1978,Rafael Chavez,8,8,140,140,350,14,328,8,5,0,.977,2.44,-3.5,1.009,0,0,1260.1,0,0,96.7%,209,202,93.9%,66,62,67.9%,53,36,37.5%,56,21,12.7%,55,7,126,0.0,-1.1
1612,Jesus Canales,9,8,142,141,418,17,397,4,1,0,.990,3.00,19.0,1.078,0,0,1240.0,0,0,100.0%,240,240,100.0%,66,66,87.5%,48,42,62.9%,62,39,16.9%,59,10,132,0.0,1.8
2648,Reynaldo Campos,7,8,8,8,18,0,18,0,0,0,1.000,2.28,2.0,1.282,0,0,71.0,0,0,100.0%,9,9,100.0%,2,2,75.0%,4,3,80.0%,5,4,0.0%,1,0,7,0.0,-0.1
1839,Andy Boyes,7,8,141,141,336,8,325,3,0,0,.991,2.39,-28.3,.890,0,0,1253.0,0,0,94.4%,234,221,81.9%,72,59,51.1%,45,23,35.0%,60,21,2.1%,47,1,111,0.0,-4.1
2564,Aziz Boshian,5,8,140,140,367,8,357,2,0,0,.995,2.60,5.8,1.014,0,0,1264.0,0,0,99.6%,227,226,95.4%,65,62,79.5%,39,31,48.1%,54,26,26.1%,46,12,127,0.0,-2.5
3182,Bobby Bonebrake,3,8,135,135,342,16,321,5,0,0,.985,2.55,-15.1,.941,0,0,1190.0,0,0,97.2%,216,210,82.4%,68,56,64.7%,51,33,37.7%,53,20,5.1%,39,2,98,0.0,2.8
164,Jason Boggs,6,8,106,106,296,5,291,0,0,0,1.000,2.79,9.8,1.059,0,0,955.2,0,0,100.0%,179,179,100.0%,54,54,82.9%,41,34,44.4%,36,16,21.1%,38,8,98,0.0,-2.0
2484,Matt Bill,6,8,25,25,48,0,48,0,0,0,1.000,1.96,-6.0,.839,0,0,220.2,0,0,88.6%,35,31,78.6%,14,11,57.1%,7,4,50.0%,4,2,0.0%,11,0,17,0.0,3.3
589,Jake Anderson,7,8,22,22,63,2,61,0,1,0,1.000,2.90,-0.2,1.013,0,0,195.2,0,0,100.0%,41,41,100.0%,7,7,57.1%,14,8,50.0%,10,5,0.0%,5,0,19,0.0,-0.6
399,Chris Anderson,9,8,138,138,409,10,390,9,1,0,.978,2.90,17.8,1.071,0,0,1240.2,0,0,100.0%,231,231,98.6%,71,70,83.3%,54,45,68.4%,57,39,14.7%,34,5,138,0.0,-2.1
493,Santino Alvarado,12,8,1,0,1,0,1,0,0,0,1.000,9.00,0.0,.997,0,0,1.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
823,Jason Aldridge,10,8,22,22,60,1,59,0,0,0,1.000,2.61,-2.7,.964,0,0,206.2,0,0,97.7%,44,43,100.0%,10,10,30.8%,13,4,20.0%,5,1,50.0%,2,1,25,0.0,1.6
916,Stephen Agar,9,8,22,22,49,2,46,1,0,0,.980,2.24,0.4,1.019,0,0,193.0,0,0,100.0%,25,25,100.0%,11,11,55.6%,9,5,57.1%,7,4,16.7%,6,1,18,0.0,-0.2
1643,Ramon Adorno,6,8,140,140,396,16,377,3,3,0,.992,2.80,15.7,1.065,0,0,1262.2,0,0,100.0%,211,211,98.7%,75,74,80.0%,60,48,63.0%,54,34,18.9%,53,10,132,0.0,2.0
