ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
1371,Chris Wallace,21,1,59,0,4,4,0,0,0,0,1.000,0.55,0.0,1.362,2,0,65.1,0,0,100.0%,4,4,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
2377,Michael Walker,8,1,33,33,23,17,6,0,0,0,1.000,1.02,-0.9,1.022,11,0,203.2,0,0,100.0%,13,13,75.0%,4,3,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,-0.7,0.0
2262,Salvador Villegas,6,1,32,32,14,13,1,0,2,0,1.000,0.74,0.7,1.022,20,6,171.1,0,0,100.0%,9,9,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
1532,Bobby Villareal,10,1,60,0,8,4,4,0,0,0,1.000,1.27,-0.2,1.022,7,1,56.2,0,0,100.0%,3,3,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
852,Caleb Villalobos,18,1,32,32,22,13,9,0,0,0,1.000,1.14,-1.0,1.022,23,4,173.2,0,0,100.0%,7,7,100.0%,1,1,66.7%,3,2,0.0%,0,0,0.0%,0,0,0,0.5,0.0
381,Dave Villa,10,1,64,0,9,5,4,0,2,0,1.000,0.99,-0.3,1.022,7,1,82.0,0,0,100.0%,5,5,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
2235,Alejandro Vela,8,1,69,0,7,5,1,1,0,0,.857,0.72,0.8,1.022,5,3,75.0,0,0,83.3%,6,5,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.5,0.0
3051,Edgar Vega,5,1,75,0,3,2,0,1,0,0,.667,0.23,0.3,.511,9,4,80.0,0,0,100.0%,2,2,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
290,Ernesto Vasquez,10,1,71,0,7,5,1,1,0,0,.857,0.77,-0.8,1.022,9,1,70.1,0,0,100.0%,5,5,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
1372,Danny Van Arsdale,18,1,46,0,2,2,0,0,0,0,1.000,0.41,0.1,1.022,1,0,44.0,0,0,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
2217,Gervasio Valentim,8,1,60,0,4,4,0,0,0,0,1.000,0.55,0.5,1.022,4,2,66.0,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
3078,Alex Valencia,7,1,32,32,23,13,7,3,1,0,.870,0.98,-0.3,.949,15,5,184.1,0,0,71.4%,14,10,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.0,0.0
342,Arthur Urig,8,1,65,0,7,5,1,1,0,0,.857,0.86,-0.4,1.022,3,0,63.0,0,0,85.7%,7,6,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.7,0.0
1903,Angel Uribe,11,1,33,33,29,18,9,2,2,0,.931,1.13,0.8,1.022,8,3,214.1,0,0,78.6%,14,11,85.7%,7,6,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
571,Alejandro Urbieta,11,1,66,0,8,3,5,0,0,0,1.000,1.12,0.5,1.022,2,1,64.1,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
2990,Billy Tuohy,8,1,32,32,17,9,7,1,1,0,.941,0.76,-0.4,1.149,16,3,188.1,0,0,87.5%,8,7,0.0%,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,1.6,0.0
2208,Mel Trujillo,6,1,33,33,16,5,9,2,1,0,.875,0.61,0.0,1.277,12,3,207.1,0,0,85.7%,7,6,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,-0.7,0.0
2547,Oscar Torres,7,1,32,32,20,15,5,0,1,0,1.000,1.07,0.6,1.022,22,6,168.0,0,0,100.0%,10,10,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.1,0.0
2296,Andy Torres,7,1,72,0,11,6,4,1,0,0,.909,1.09,-0.1,.817,3,1,82.1,0,0,83.3%,6,5,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.5,0.0
1622,Adrian Torres,10,1,33,33,31,18,11,2,3,0,.935,1.31,-0.2,.962,12,2,199.2,0,0,90.0%,10,9,100.0%,2,2,100.0%,6,6,0.0%,0,0,0.0%,0,0,0,1.1,0.0
1470,Jesus Tijerina,4,1,68,0,10,6,4,0,1,0,1.000,1.26,0.7,1.226,3,1,71.1,0,0,100.0%,5,5,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
754,Ryan Teall,7,1,33,33,19,14,4,1,0,0,.947,0.78,1.3,1.100,14,5,208.2,0,0,91.7%,12,11,100.0%,2,2,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,1.3,0.0
1463,Frank Tanis,14,1,33,33,25,16,7,2,2,0,.920,0.96,0.8,1.022,14,5,216.2,0,0,92.3%,13,12,50.0%,2,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.5,0.0
1625,Jose Tagle,8,1,32,32,28,14,14,0,2,0,1.000,1.30,1.2,1.393,6,0,193.2,0,0,100.0%,13,13,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
3628,Greg Tackett,11,1,32,32,18,8,8,2,0,0,.889,0.89,1.6,.817,10,7,161.1,0,0,87.5%,8,7,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.7,0.0
103,Sam Stone,8,1,71,0,8,1,7,0,1,0,1.000,0.84,0.7,.000,10,3,85.1,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
5197,Josh Sterling,10,1,56,0,8,3,5,0,0,0,1.000,1.04,-0.3,2.043,12,2,69.0,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
2264,Rich Stepney,6,1,68,0,7,4,2,1,0,0,.857,0.73,-0.3,.681,7,3,74.1,0,0,80.0%,5,4,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,1.2,0.0
1047,Brad Stephens,11,1,50,0,11,8,2,1,0,0,.909,2.09,0.8,.894,4,3,43.0,0,0,75.0%,4,3,100.0%,1,1,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
1225,Ben Spencer,8,1,33,33,29,16,12,1,1,0,.966,1.20,0.1,1.022,17,5,209.2,0,0,93.8%,16,15,0.0%,0,0,50.0%,4,2,0.0%,0,0,0.0%,0,0,0,0.5,0.0
1180,Tomas Soto,2,1,33,33,22,14,6,2,0,0,.909,0.98,1.3,1.095,16,6,184.1,0,0,92.9%,14,13,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.0,0.0
2375,Cory Sorrells,8,1,33,33,19,14,4,1,1,0,.947,0.78,-0.8,1.022,22,4,206.2,0,0,90.9%,11,10,80.0%,5,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.8,0.0
3363,Jesus Soreano,7,1,66,0,2,0,2,0,0,0,1.000,0.27,0.0,.000,4,1,66.1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
3392,Leo Solis,6,1,32,32,18,10,4,4,0,0,.778,0.71,0.3,.749,16,8,178.1,0,0,80.0%,10,8,100.0%,1,1,66.7%,3,2,0.0%,1,0,0.0%,0,0,0,0.5,0.0
4089,Bruce Smith,7,1,69,0,9,5,4,0,0,0,1.000,1.16,0.0,1.022,6,2,69.2,0,0,100.0%,4,4,50.0%,4,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
145,Devon Slayton,12,1,28,0,2,0,1,1,0,0,.500,0.21,-1.4,.000,2,0,43.2,0,0,0.0%,1,0,0.0%,2,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,-0.5,0.0
385,Lumir Skyba,16,1,57,0,5,3,2,0,0,0,1.000,0.95,0.1,1.022,4,1,47.1,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.4,0.0
1935,Mark Sitzman,8,1,52,0,7,6,1,0,0,0,1.000,1.10,0.8,1.022,5,3,57.1,0,0,100.0%,4,4,0.0%,1,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.4,0.0
1679,Malcolm Sims,12,1,51,0,8,2,5,1,0,0,.875,0.91,-0.8,.511,3,0,69.0,0,0,75.0%,4,3,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
2968,Isaac Sims,7,1,32,32,16,6,8,2,0,0,.875,0.77,-0.7,1.022,16,5,162.2,0,0,63.6%,11,7,0.0%,0,0,50.0%,2,1,0.0%,1,0,0.0%,0,0,0,0.1,0.0
2211,Aaron Sims,4,1,33,33,18,10,8,0,0,0,1.000,0.76,-0.1,1.135,22,6,212.2,0,0,100.0%,10,10,0.0%,2,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
995,Dustin Siciliano,10,1,37,0,1,0,0,1,0,0,.000,0.00,-0.6,.000,1,0,25.0,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
2403,Dan Shirts,5,1,33,33,21,11,9,1,1,0,.952,0.84,-1.3,1.022,18,2,214.2,0,0,90.0%,10,9,0.0%,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,1.6,0.0
901,Yeong-kil Shin,12,1,32,32,17,12,4,1,2,0,.941,1.00,-0.4,1.022,9,2,143.2,0,0,90.0%,10,9,33.3%,3,1,75.0%,4,3,0.0%,0,0,0.0%,0,0,0,0.7,0.0
3692,Scott Shenefield,7,1,33,33,20,11,6,3,3,0,.850,0.78,0.3,.937,22,8,195.1,0,0,90.9%,11,10,25.0%,4,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.5,0.0
3104,Bill Shelton,7,1,62,0,10,5,5,0,0,0,1.000,1.28,-0.7,1.022,7,0,70.1,0,0,100.0%,3,3,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,1.4,0.0
424,Matt Sessoms,9,1,28,0,3,0,3,0,0,0,1.000,0.66,-0.1,1.022,8,2,40.2,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.1,0.0
1322,Tony Serrano,8,1,32,32,21,12,8,1,2,0,.952,1.09,-0.8,1.115,14,2,165.1,0,0,90.0%,10,9,33.3%,3,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.8,0.0
2385,Rich Scott,8,1,69,0,4,3,1,0,0,0,1.000,0.48,0.7,1.022,7,4,74.1,0,0,100.0%,2,2,33.3%,3,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
1841,Frank Scholten,8,1,65,0,7,6,1,0,0,0,1.000,0.73,0.1,1.022,7,2,86.2,0,0,100.0%,5,5,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.2,0.0
102,Jon Schandelmeier,4,1,33,33,17,9,8,0,1,0,1.000,0.81,1.7,1.149,14,7,188.0,0,0,77.8%,9,7,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.7,0.0
573,Jon Savage,7,1,65,0,4,1,3,0,0,0,1.000,0.51,-0.1,1.022,4,1,71.0,0,0,50.0%,2,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.0,0.0
3166,Gabe Sapp,7,1,57,0,11,8,3,0,1,0,1.000,1.74,0.4,1.168,2,0,57.0,0,0,100.0%,8,8,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.3,0.0
5,Gustavo Santos,5,1,33,33,22,14,6,2,0,0,.909,0.86,0.7,.885,11,5,209.1,0,0,84.6%,13,11,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,1.4,0.0
1875,Francisco Santos,10,1,77,0,15,10,4,1,0,0,.933,1.63,-0.3,.908,7,2,77.1,0,0,77.8%,9,7,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.7,0.0
1960,Rafael Santana,7,1,66,0,10,4,6,0,0,0,1.000,1.23,0.6,1.022,14,5,73.1,0,0,100.0%,5,5,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-1.1,0.0
341,Chris Saner,6,1,46,0,4,4,0,0,0,0,1.000,1.05,0.1,1.022,1,0,34.1,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
1736,B.J. Sanderson,6,1,32,32,18,10,7,1,0,0,.944,0.85,-3.5,1.022,26,0,179.0,0,0,88.9%,9,8,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.9,0.0
2686,Alberto Sancho,3,1,33,33,21,12,9,0,0,0,1.000,0.95,1.8,1.022,11,6,198.2,0,0,91.7%,12,11,100.0%,2,2,0.0%,1,0,100.0%,1,1,0.0%,0,0,0,0.3,0.0
2550,Rodolfo Sanchez,5,1,43,0,5,4,0,1,0,0,.800,0.49,-0.4,1.362,6,1,74.0,0,0,80.0%,5,4,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
1961,Miguel Sanchez,10,1,74,0,8,6,2,0,0,0,1.000,0.93,1.5,1.277,9,5,77.2,0,0,100.0%,3,3,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
190,Daniel Sanchez,12,1,41,0,4,1,2,1,0,0,.750,0.39,-0.4,1.022,4,0,70.0,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.2,0.0
617,Miguel Salas,12,1,33,33,28,17,8,3,1,0,.893,1.16,0.5,.962,12,5,193.2,0,0,94.1%,17,16,66.7%,3,2,0.0%,2,0,0.0%,0,0,0.0%,1,0,0,-0.0,0.0
1232,Harry Ryken,13,1,30,0,4,1,3,0,0,0,1.000,0.84,0.5,1.022,4,2,42.2,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
989,John Ryan,9,1,57,0,12,4,4,4,0,0,.667,0.89,-1.7,.438,6,2,80.2,0,0,40.0%,5,2,0.0%,2,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
2747,Abayghur Ruto,6,1,33,33,27,11,15,1,0,0,.963,1.12,-1.4,1.022,22,3,208.1,0,0,100.0%,12,12,0.0%,1,0,66.7%,3,2,0.0%,0,0,0.0%,0,0,0,1.1,0.0
2261,Diego Ruiz,7,1,32,32,18,12,6,0,2,0,1.000,0.92,-1.3,.937,23,4,176.1,0,0,91.7%,12,11,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.4,0.0
1275,Jeff Rowe,5,1,33,33,31,18,13,0,0,0,1.000,1.40,-0.4,.965,22,5,199.0,0,0,94.1%,17,16,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,1.6,0.0
3297,David Rosas,5,1,32,32,26,18,8,0,0,0,1.000,1.18,-0.5,1.078,21,3,198.2,0,0,100.0%,15,15,100.0%,4,4,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,0.4,0.0
2769,Ivan Rosales,10,1,40,0,10,7,3,0,0,0,1.000,1.47,0.9,1.022,6,3,61.1,0,0,100.0%,4,4,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,0.8,0.0
3721,Colby Roque,6,1,32,32,24,15,8,1,2,0,.958,1.20,2.2,1.168,11,5,172.0,0,0,100.0%,13,13,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
335,Garrett Roney,7,1,33,33,29,21,6,2,1,0,.931,1.25,-0.8,.929,24,6,193.2,0,0,77.8%,18,14,100.0%,3,3,100.0%,2,2,100.0%,1,1,0.0%,0,0,0,-0.5,0.0
1513,Ricardo Romero,9,1,66,0,6,1,4,1,0,0,.833,0.57,0.4,1.022,4,2,78.1,0,0,100.0%,1,1,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.5,0.0
1788,Greg Rollason,7,1,37,1,5,3,2,0,0,0,1.000,0.72,-1.0,1.022,8,0,62.2,0,0,100.0%,2,2,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-1.1,0.0
2464,Jason Rogers,6,1,75,0,10,6,3,1,0,0,.900,1.09,0.0,1.022,6,2,74.0,0,0,100.0%,4,4,0.0%,1,0,66.7%,3,2,0.0%,0,0,0.0%,0,0,0,0.3,0.0
666,Leo Rodriguez,14,1,64,0,6,4,2,0,0,0,1.000,0.76,0.5,1.362,1,0,70.2,0,0,100.0%,3,3,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,-0.8,0.0
663,Jesus Rodriguez,8,1,33,33,28,18,9,1,2,0,.964,1.19,-2.9,1.149,32,2,204.1,0,0,93.3%,15,14,25.0%,4,1,100.0%,3,3,0.0%,0,0,0.0%,0,0,0,0.5,0.0
3135,Danny Rodriguez,9,1,57,0,5,3,1,1,0,0,.800,0.59,-0.3,1.022,2,0,60.2,0,0,75.0%,4,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
51,Danny Rodriguez,13,1,32,32,20,12,8,0,1,0,1.000,1.02,2.5,1.022,19,10,177.1,0,0,100.0%,9,9,66.7%,3,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.6,0.0
2152,Alexis Rodriguez,9,1,32,32,19,10,8,1,0,0,.947,0.88,0.0,.817,21,7,184.0,0,0,83.3%,6,5,75.0%,4,3,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.3,0.0
151,Juan Robles,11,1,70,0,12,2,8,2,0,0,.833,1.40,-0.5,.817,5,1,64.1,0,0,75.0%,4,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
2,Josue Robles,9,1,65,0,5,2,3,0,0,0,1.000,0.71,0.3,1.022,6,2,63.1,0,0,100.0%,1,1,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.5,0.0
1871,Eric Robinson,9,1,32,32,34,15,15,4,1,0,.882,1.67,-0.2,.830,18,6,161.2,0,0,88.2%,17,15,75.0%,4,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.9,0.0
1624,Tony Rivera,9,1,40,0,13,8,5,0,0,0,1.000,1.75,-0.0,1.022,3,0,67.0,0,0,100.0%,7,7,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
3052,Chris Rhea,4,1,33,33,31,16,13,2,1,0,.935,1.40,-0.7,1.022,17,3,187.0,0,0,93.8%,16,15,0.0%,1,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,1.5,0.0
4861,T.J. Reynolds,6,1,69,0,12,6,5,1,0,0,.917,1.14,-0.3,.894,6,2,86.2,0,0,85.7%,7,6,0.0%,0,0,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,0.3,0.0
3991,Jesus Revilla,3,1,32,32,19,12,6,1,1,0,.947,0.91,-1.6,.929,17,2,178.0,0,0,81.8%,11,9,100.0%,1,1,100.0%,2,2,0.0%,0,0,0.0%,0,0,0,2.0,0.0
1595,Andy Renner,7,1,91,0,9,4,4,1,1,0,.889,0.79,0.3,1.022,5,2,91.0,0,0,75.0%,4,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.4,0.0
246,Cody Reisinger,10,1,69,0,2,1,1,0,0,0,1.000,0.25,-0.4,1.022,4,0,73.1,0,0,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.5,0.0
99,Chase Reis,15,1,33,33,19,8,9,2,1,0,.895,0.88,1.8,1.362,15,7,174.2,0,0,88.9%,9,8,50.0%,2,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1.2,0.0
1320,John Regush,10,1,33,33,33,14,16,3,1,0,.909,1.29,2.0,1.022,22,10,209.1,0,0,94.1%,17,16,100.0%,1,1,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,-1.4,0.0
1785,Steve Reed,14,1,43,0,10,6,3,1,1,0,.900,1.09,-0.3,1.022,2,0,74.0,0,0,87.5%,8,7,0.0%,1,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-1.1,0.0
2992,Jim Raymond,10,1,21,0,5,4,1,0,0,0,1.000,1.45,0.4,1.362,0,0,31.0,0,0,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.1,0.0
1319,Wilson Ramos,11,1,81,0,15,8,7,0,1,0,1.000,1.61,0.2,1.149,10,2,84.0,0,0,100.0%,8,8,0.0%,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.8,0.0
761,Jose Ramos,9,1,71,0,7,3,3,1,0,0,.857,0.91,-0.4,.817,4,1,59.1,0,0,80.0%,5,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.8,0.0
2064,Roberto Ramirez,8,1,43,0,11,4,6,1,2,0,.909,1.27,0.7,.876,2,2,71.0,0,0,83.3%,6,5,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0.0
2492,Angel Ramirez,7,1,42,0,5,3,2,0,0,0,1.000,0.77,-0.4,1.022,4,0,58.1,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,-0.4,0.0
471,Juan Quiroz,11,1,32,32,20,12,6,2,0,0,.900,0.89,0.1,1.022,10,3,182.2,0,0,84.6%,13,11,100.0%,1,1,50.0%,2,1,0.0%,0,0,0.0%,0,0,0,1.9,0.0
