ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
2026,Andy Toomey,12,3,5,5,45,5,40,0,7,0,1.000,9.88,0.9,1.129,0,0,41.0,0,0,100.0%,8,8,100.0%,2,2,100.0%,2,2,50.0%,2,1,0.0%,1,0,0,0.0,0.0
1013,Chris Taylor,13,3,150,150,1370,74,1289,7,133,1,.995,9.14,4.2,1.025,0,0,1341.2,0,0,97.1%,241,234,87.2%,39,34,76.5%,17,13,31.8%,22,7,9.1%,22,2,2,0.0,0.0
1912,Matthew Sutton,9,3,75,13,272,11,260,1,31,0,.996,9.10,-0.2,.980,0,0,268.0,0,0,94.7%,57,54,85.7%,7,6,66.7%,3,2,66.7%,3,2,0.0%,5,0,1,0.0,0.0
2304,Dashawn Spann,8,3,5,4,28,1,26,1,3,0,.964,6.75,-0.4,.677,0,0,36.0,0,0,100.0%,2,2,0.0%,1,0,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.0,0.0
447,John Sommers,4,3,124,124,1044,50,989,5,83,0,.995,8.51,1.7,1.029,0,0,1098.1,0,0,97.2%,176,171,91.7%,24,22,56.2%,16,9,10.0%,10,1,0.0%,10,0,2,0.0,0.0
2223,Jay Simpson,7,3,2,0,2,0,2,0,0,0,1.000,4.50,0.0,.000,0,0,4.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
2817,David Simmons,4,3,15,15,115,8,107,0,19,0,1.000,7.84,0.7,1.016,0,0,132.0,0,0,95.2%,21,20,100.0%,5,5,75.0%,4,3,0.0%,0,0,50.0%,2,1,0,0.0,0.0
627,Jonathan Schwarz,8,3,115,115,1019,58,952,9,94,0,.991,8.86,-2.8,.984,0,0,1026.1,0,0,94.6%,205,194,81.8%,33,27,42.9%,21,9,33.3%,6,2,5.6%,18,1,2,0.0,0.0
2246,Mario Santiago,5,3,26,10,112,5,106,1,14,0,.991,8.92,-0.5,.948,0,0,112.0,0,0,90.5%,21,19,100.0%,2,2,50.0%,2,1,33.3%,3,1,0.0%,2,0,0,0.0,0.0
1478,Mario Sanchez,11,3,12,12,118,7,111,0,14,0,1.000,9.65,0.6,1.016,0,0,110.0,0,0,95.2%,21,20,100.0%,5,5,100.0%,4,4,0.0%,2,0,0.0%,0,0,0,0.0,0.0
1144,Antonio Sanchez,8,3,14,13,107,3,104,0,10,0,1.000,8.03,0.3,1.161,0,0,120.0,0,0,92.9%,14,13,0.0%,1,0,100.0%,1,1,100.0%,1,1,0.0%,1,0,0,0.0,0.0
767,Guillermo Saldana,8,3,16,13,114,7,107,0,6,0,1.000,8.41,1.2,1.052,0,0,122.0,0,0,100.0%,24,24,100.0%,3,3,83.3%,6,5,0.0%,0,0,0.0%,2,0,0,0.0,0.0
590,Steve Rollison,12,3,8,8,69,7,61,1,6,0,.986,7.95,-0.8,.948,0,0,77.0,0,0,85.7%,14,12,100.0%,2,2,50.0%,2,1,0.0%,2,0,0.0%,1,0,0,0.0,0.0
1521,Ramon Rodriguez,7,3,2,1,8,1,7,0,0,0,1.000,5.54,0.3,1.016,0,0,13.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
1578,Blake Ranieri,10,3,15,14,124,6,117,1,13,0,.992,8.79,-0.5,.968,0,0,126.0,0,0,95.7%,23,22,100.0%,2,2,0.0%,1,0,0.0%,3,0,0.0%,0,0,0,0.0,0.0
680,Dan Ramirez,12,3,150,150,1332,68,1261,3,128,0,.998,9.15,-1.4,.972,0,0,1307.2,0,0,95.2%,229,218,88.6%,35,31,61.1%,18,11,42.9%,14,6,0.0%,12,0,2,0.0,0.0
114,Quintino Pratts,6,3,67,34,346,16,330,0,27,0,1.000,8.55,2.2,1.070,0,0,364.0,0,0,98.3%,59,58,100.0%,10,10,100.0%,3,3,0.0%,1,0,0.0%,7,0,0,0.0,0.0
1060,Yasuo Pimentel,11,3,44,10,111,4,106,1,10,0,.991,7.82,0.1,1.109,0,0,126.2,0,0,90.9%,11,10,75.0%,4,3,50.0%,2,1,50.0%,2,1,0.0%,0,0,1,0.0,0.0
1688,Caleb Pauk,10,3,146,146,1325,75,1244,6,112,0,.995,9.22,-3.8,.976,0,0,1287.2,0,0,94.8%,233,221,80.0%,45,36,55.2%,29,16,0.0%,7,0,10.0%,10,1,3,0.0,0.0
914,Matt Papageorge,19,3,128,127,1111,44,1058,9,78,0,.992,8.84,-0.7,.993,0,0,1121.1,0,0,96.1%,204,196,84.6%,26,22,50.0%,14,7,25.0%,8,2,4.8%,21,1,1,0.0,0.0
2315,Brett Needham,6,3,9,0,15,0,15,0,0,0,1.000,9.42,0.0,1.016,0,0,14.1,0,0,100.0%,2,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0,0.0,0.0
354,Paul Millington,4,3,81,53,529,23,500,6,65,0,.989,9.15,-2.0,.963,0,0,514.1,0,0,93.1%,102,95,91.7%,12,11,25.0%,4,1,0.0%,2,0,0.0%,9,0,2,0.0,0.0
110,Justin Mertz,18,3,2,0,3,0,3,0,1,0,1.000,10.12,0.0,.000,0,0,2.2,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
2332,Aaron Melnik,8,3,2,0,4,0,4,0,2,0,1.000,9.00,-0.2,.000,0,0,4.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1800,Felix Melendez,9,3,24,15,146,12,133,1,18,0,.993,8.62,0.5,1.016,0,0,151.1,0,0,96.0%,25,24,100.0%,5,5,100.0%,3,3,0.0%,2,0,0.0%,0,0,1,0.0,0.0
956,Tim McVay,5,3,150,149,1242,71,1163,8,113,0,.994,8.23,-5.3,.976,0,0,1349.0,0,0,93.4%,259,242,71.4%,35,25,55.0%,20,11,25.0%,8,2,0.0%,18,0,4,0.0,0.0
208,Raul Martinez,13,3,20,20,171,7,163,1,19,0,.994,9.62,1.0,1.052,0,0,159.0,0,0,100.0%,27,27,88.9%,9,8,0.0%,0,0,50.0%,2,1,0.0%,2,0,0,0.0,0.0
1332,Antonio Martinez,19,3,147,147,1323,97,1217,9,112,0,.993,8.97,3.1,1.020,0,0,1318.2,0,0,97.1%,244,237,88.9%,36,32,50.0%,20,10,53.3%,15,8,0.0%,14,0,4,0.0,0.0
68,David Marquez,11,3,149,149,1291,77,1209,5,130,0,.996,8.78,5.1,1.030,0,0,1318.1,0,0,96.6%,208,201,95.1%,41,39,80.0%,25,20,28.6%,21,6,7.1%,14,1,3,0.0,0.0
2174,Justin Lucas,6,3,13,11,73,1,71,1,6,0,.986,7.23,-0.9,.915,0,0,89.2,0,0,88.2%,17,15,0.0%,1,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
3004,Dustin Leeper,6,3,149,149,1314,59,1252,3,113,0,.998,8.97,3.2,1.042,0,0,1315.2,0,0,96.8%,220,213,82.8%,29,24,75.0%,8,6,23.1%,13,3,12.5%,8,1,1,0.0,0.0
721,Justin Lawson,11,3,150,150,1352,68,1276,8,124,0,.994,9.04,3.2,1.003,0,0,1338.2,0,0,96.7%,243,235,92.3%,26,24,86.4%,22,19,35.3%,17,6,0.0%,9,0,2,0.0,0.0
2145,Tim Kerr,7,3,13,12,112,7,104,1,11,0,.991,8.69,-1.8,.871,0,0,115.0,0,0,81.2%,16,13,50.0%,4,2,0.0%,1,0,0.0%,0,0,0.0%,3,0,0,0.0,0.0
1473,Mike Keehn,18,3,146,146,1283,68,1208,7,135,0,.995,8.80,-3.1,.957,0,0,1305.0,0,0,96.7%,240,232,76.7%,30,23,70.6%,17,12,20.8%,24,5,0.0%,10,0,3,0.0,0.0
862,Phil Jones,6,3,40,33,320,6,313,1,36,0,.997,9.32,0.6,1.016,0,0,308.0,0,0,98.1%,54,53,100.0%,2,2,100.0%,2,2,0.0%,3,0,0.0%,2,0,1,0.0,0.0
580,Ben Hoffmann,10,3,150,150,1347,80,1258,9,124,0,.993,8.98,2.7,1.025,0,0,1341.0,0,0,95.5%,243,232,87.5%,40,35,66.7%,21,14,50.0%,12,6,0.0%,18,0,2,0.0,0.0
1861,John Hill,10,3,22,21,173,12,160,1,16,0,.994,8.60,1.3,1.074,0,0,180.0,0,0,97.2%,36,35,100.0%,4,4,100.0%,3,3,0.0%,1,0,0.0%,1,0,1,0.0,0.0
1097,Matt Herrell,8,3,18,16,144,6,137,1,11,0,.993,9.11,0.1,1.016,0,0,141.1,0,0,87.5%,16,14,100.0%,6,6,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.0,0.0
204,Juan Hernandez,10,3,103,35,464,27,433,4,39,0,.991,8.75,1.2,1.030,0,0,473.1,0,0,95.4%,87,83,84.6%,13,11,66.7%,9,6,50.0%,4,2,25.0%,4,1,0,0.0,0.0
2930,Enrique Hernandez,6,3,150,150,1359,59,1293,7,130,0,.995,8.97,-6.8,.943,0,0,1357.0,0,0,92.0%,238,219,85.3%,34,29,50.0%,20,10,26.7%,15,4,0.0%,12,0,0,0.0,0.0
2164,Jimmy Hamilton,5,3,88,88,736,40,690,6,59,0,.992,8.59,1.0,1.016,0,0,765.0,0,0,94.7%,132,125,92.9%,14,13,83.3%,6,5,37.5%,8,3,0.0%,9,0,0,0.0,0.0
206,Zack Hall,11,3,100,100,755,55,695,5,70,0,.993,8.98,2.5,1.032,0,0,752.0,0,0,97.1%,137,133,88.9%,18,16,61.1%,18,11,40.0%,10,4,33.3%,3,1,1,0.0,0.0
116,Alex Gutierrez,10,3,1,1,6,0,6,0,0,0,1.000,7.71,0.0,.000,0,0,7.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1236,Miguel Guerrero,6,3,31,30,286,20,265,1,26,0,.997,9.54,0.1,.999,0,0,269.0,0,0,96.7%,60,58,87.5%,16,14,60.0%,5,3,0.0%,2,0,0.0%,2,0,0,0.0,0.0
2220,Martial Grappasonni,5,3,40,38,330,14,316,0,21,0,1.000,8.41,0.8,1.052,0,0,353.1,0,0,96.8%,62,60,90.9%,11,10,25.0%,4,1,25.0%,4,1,0.0%,1,0,1,0.0,0.0
2642,Jake Gimmelfarb,9,3,25,23,218,5,212,1,24,0,.995,9.40,0.2,1.046,0,0,207.2,0,0,97.5%,40,39,66.7%,6,4,100.0%,1,1,0.0%,2,0,0.0%,4,0,0,0.0,0.0
815,Jose Garcia,9,3,14,14,121,5,115,1,15,0,.992,8.44,-0.5,.944,0,0,128.0,0,0,94.1%,17,16,100.0%,3,3,50.0%,4,2,0.0%,2,0,0.0%,1,0,0,0.0,0.0
2052,Hector Gandara,9,3,68,34,347,16,326,5,38,0,.986,8.59,-3.3,.941,0,0,358.1,0,0,92.1%,76,70,71.4%,14,10,20.0%,5,1,0.0%,2,0,0.0%,2,0,0,0.0,0.0
392,Ryan Ford,20,3,140,137,1168,76,1087,5,122,0,.996,8.63,1.8,1.011,0,0,1212.2,0,0,98.1%,214,210,92.9%,28,26,41.7%,12,5,26.3%,19,5,0.0%,15,0,2,0.0,0.0
1968,Chris Flynn,7,3,6,4,31,1,30,0,2,0,1.000,7.34,0.1,1.016,0,0,38.0,0,0,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
2287,Jason Edmunds,8,3,40,36,320,17,299,4,19,0,.988,8.96,-3.1,.903,0,0,317.1,0,0,88.5%,52,46,86.7%,15,13,40.0%,5,2,16.7%,6,1,0.0%,3,0,1,0.0,0.0
1744,Alex Diaz,8,3,16,13,110,4,105,1,4,0,.991,7.98,-0.1,.956,0,0,123.0,0,0,94.7%,19,18,100.0%,4,4,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1802,Devin Cuthbertson,10,3,10,10,99,4,95,0,10,0,1.000,9.48,0.2,1.016,0,0,94.0,0,0,100.0%,16,16,100.0%,1,1,100.0%,1,1,0.0%,2,0,0.0%,0,0,0,0.0,0.0
1248,Juan Contreras,17,3,127,127,1182,56,1115,11,102,0,.991,9.30,-4.0,.966,0,0,1133.2,0,0,94.7%,206,195,73.5%,34,25,46.7%,15,7,27.3%,11,3,11.1%,9,1,0,0.0,0.0
1050,Steve Conte,5,3,124,123,1026,57,964,5,101,0,.995,8.48,2.8,1.036,0,0,1083.1,0,0,98.7%,159,157,81.2%,32,26,54.5%,22,12,50.0%,12,6,0.0%,12,0,1,0.0,0.0
1548,Jerry Clark,6,3,17,7,88,5,83,0,4,0,1.000,9.90,0.5,1.016,0,0,80.0,0,0,100.0%,13,13,100.0%,3,3,100.0%,1,1,0.0%,0,0,0.0%,1,0,0,0.0,0.0
2004,Mario Cisneros,9,3,1,0,1,0,1,0,0,0,1.000,3.00,0.0,.000,0,0,3.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1003,Joel Castor,6,3,2,2,18,2,15,1,1,0,.944,8.50,-0.4,.762,0,0,18.0,0,0,66.7%,3,2,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1725,J.P. Casey,9,3,149,149,1286,73,1207,6,121,0,.995,8.71,-0.7,1.007,0,0,1323.1,0,0,95.5%,244,233,74.1%,27,20,57.1%,21,12,38.5%,13,5,0.0%,19,0,5,0.0,0.0
1527,Mercedes Cairos,5,3,46,46,368,18,346,4,36,0,.989,8.10,-1.6,.939,0,0,404.2,0,0,93.9%,66,62,100.0%,11,11,20.0%,5,1,33.3%,3,1,0.0%,1,0,0,0.0,0.0
1384,Dan Booher,17,3,148,148,1344,78,1259,7,127,0,.995,9.03,5.1,1.040,0,0,1332.1,0,0,96.1%,231,222,90.2%,41,37,72.7%,11,8,58.8%,17,10,0.0%,11,0,3,0.0,0.0
16,Luis Blanco,24,3,130,126,1135,66,1059,10,88,0,.991,9.05,2.6,1.027,0,0,1118.2,0,0,97.2%,213,207,92.9%,28,26,62.5%,16,10,12.5%,8,1,0.0%,10,0,2,0.0,0.0
2484,Matt Bill,6,3,20,13,133,5,127,1,9,0,.992,9.14,-0.5,.974,0,0,130.0,0,0,96.0%,25,24,50.0%,4,2,100.0%,1,1,0.0%,0,0,0.0%,3,0,1,0.0,0.0
1191,Edward Bibbs,15,3,149,149,1209,54,1147,8,118,0,.993,9.11,-4.5,.950,0,0,1186.0,0,0,95.2%,209,199,70.8%,24,17,59.1%,22,13,28.6%,14,4,0.0%,16,0,1,0.0,0.0
120,Kevin Bellinger,8,3,127,127,1075,58,1013,4,92,0,.996,8.91,-1.8,.993,0,0,1082.0,0,0,97.3%,185,180,68.8%,32,22,61.1%,18,11,14.3%,14,2,0.0%,12,0,1,0.0,0.0
2836,Rafael Bejarano,8,3,39,16,182,8,173,1,18,0,.995,8.38,0.3,1.050,0,0,194.1,0,0,93.9%,33,31,87.5%,8,7,100.0%,2,2,0.0%,3,0,0.0%,1,0,1,0.0,0.0
1660,Vinny Bautista,6,3,14,13,116,8,107,1,9,0,.991,8.41,1.0,1.051,0,0,123.0,0,0,92.3%,26,24,100.0%,5,5,100.0%,2,2,100.0%,2,2,0.0%,1,0,0,0.0,0.0
1947,Nick Baez,10,3,149,149,1320,70,1243,7,121,0,.995,8.86,1.4,.991,0,0,1333.1,0,0,97.6%,246,240,90.0%,40,36,78.3%,23,18,7.1%,14,1,0.0%,13,0,1,0.0,0.0
3061,Jeremy Baase,7,3,12,12,105,3,102,0,8,0,1.000,8.70,1.0,1.161,0,0,108.2,0,0,100.0%,14,14,100.0%,2,2,50.0%,2,1,50.0%,2,1,0.0%,0,0,0,0.0,0.0
1637,Chris Atchley,8,3,148,148,1340,93,1236,11,135,0,.992,8.92,3.3,1.034,0,0,1341.1,0,0,96.4%,221,213,89.2%,37,33,63.2%,38,24,18.2%,11,2,11.8%,17,2,1,0.0,0.0
2391,Efrain Arenivar,4,3,106,106,968,44,919,5,105,0,.995,9.28,2.0,1.029,0,0,934.1,0,0,97.2%,179,174,85.7%,28,24,45.5%,11,5,44.4%,9,4,0.0%,5,0,1,0.0,0.0
351,Victor Arce,10,3,23,18,173,11,160,2,13,0,.988,9.20,0.3,1.016,0,0,167.1,0,0,93.5%,31,29,100.0%,3,3,50.0%,2,1,66.7%,3,2,0.0%,1,0,1,0.0,0.0
2199,Arturo Arauza,4,3,149,149,1309,63,1236,10,108,0,.992,8.87,-4.4,.972,0,0,1318.1,0,0,93.5%,232,217,70.3%,37,26,70.8%,24,17,26.7%,15,4,0.0%,24,0,2,0.0,0.0
2786,Andrew Albarran,7,3,15,13,111,5,106,0,13,0,1.000,8.14,-0.2,.915,0,0,122.2,0,0,100.0%,16,16,100.0%,4,4,100.0%,1,1,0.0%,2,0,0.0%,0,0,0,0.0,0.0
