ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
17,Willis Trevino,7,4,23,23,104,54,49,1,16,0,.990,4.66,-2.5,.882,0,0,199.0,0,0,97.6%,42,41,62.5%,8,5,14.3%,14,2,28.6%,21,6,4.5%,22,1,4,0.0,0.0
1998,Luis Trevino,7,4,25,22,103,51,49,3,13,0,.971,4.44,-4.7,.892,0,0,202.2,0,0,84.5%,58,49,50.0%,12,6,40.0%,10,4,0.0%,11,0,0.0%,15,0,2,0.0,0.0
3288,Jose Torres,8,4,141,140,725,436,281,8,110,0,.989,5.20,15.6,1.067,0,0,1240.2,0,0,95.1%,348,331,81.8%,66,54,63.1%,65,41,31.9%,72,23,15.0%,100,15,32,0.0,-0.1
1333,Jonathan Torres,6,4,140,135,610,341,259,10,92,0,.984,4.54,-21.0,.895,0,0,1190.2,0,0,86.7%,332,288,49.2%,65,32,32.8%,58,19,17.0%,53,9,11.6%,95,11,31,0.0,0.0
395,John Smith,14,4,11,10,42,31,11,0,6,0,1.000,3.98,-0.0,1.039,0,0,95.0,0,0,95.5%,22,21,71.4%,7,5,42.9%,7,3,12.5%,8,1,0.0%,5,0,2,0.0,0.0
2223,Jay Simpson,7,4,3,3,10,4,5,1,1,0,.900,2.73,-0.5,.804,0,0,29.2,0,0,100.0%,5,5,25.0%,4,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0.0,0.0
1145,Justin Shaw,11,4,140,140,637,361,268,8,105,0,.987,4.50,-11.2,.926,0,0,1257.1,0,0,90.3%,320,289,74.1%,58,43,35.0%,60,21,15.6%,64,10,11.0%,82,9,24,0.0,0.0
722,Nick Seal,11,4,71,62,337,197,133,7,65,0,.979,5.11,-10.5,.880,0,0,581.2,0,0,90.6%,180,163,46.2%,26,12,28.0%,25,7,12.5%,24,3,10.2%,49,5,14,0.0,0.0
2589,Casey Scroggins,7,4,23,22,88,49,39,0,15,0,1.000,4.04,-4.7,.881,0,0,196.0,0,0,84.6%,52,44,54.5%,11,6,25.0%,12,3,10.0%,10,1,0.0%,22,0,6,0.0,0.0
4158,Jonathan Romero,10,4,21,20,111,63,47,1,21,0,.991,5.28,0.3,1.036,0,0,187.1,0,0,98.2%,56,55,54.5%,11,6,20.0%,10,2,25.0%,8,2,14.3%,14,2,6,0.0,0.0
1521,Ramon Rodriguez,7,4,32,29,149,95,51,3,23,0,.980,5.24,0.2,1.010,0,0,250.2,0,0,92.9%,85,79,83.3%,12,10,38.5%,13,5,21.1%,19,4,11.8%,17,2,8,0.0,0.0
2025,Mike Rodriguez,8,4,107,107,549,330,206,13,78,0,.976,5.07,9.5,1.048,0,0,951.2,0,0,92.7%,289,268,87.5%,48,42,61.4%,57,35,28.3%,53,15,17.1%,70,12,22,0.0,0.0
628,Richard Robbins,17,4,37,37,170,96,74,0,29,0,1.000,4.70,-2.2,.921,0,0,325.2,0,0,94.9%,79,75,76.9%,13,10,41.2%,17,7,16.7%,24,4,5.0%,20,1,6,0.0,0.0
1969,Bryan Randolph,9,4,2,1,5,3,2,0,2,0,1.000,3.21,-0.0,.964,0,0,14.0,0,0,100.0%,3,3,0.0%,0,0,50.0%,2,1,0.0%,0,0,0.0%,2,0,1,0.0,0.0
534,Ian Pitman,16,4,80,80,352,192,155,5,42,0,.986,4.77,-4.1,.945,0,0,655.0,0,0,93.0%,199,185,63.9%,36,23,30.3%,33,10,26.7%,30,8,14.8%,54,8,18,0.0,0.0
1689,Leonardo Perez,1,4,23,22,115,62,52,1,15,0,.991,5.23,-2.6,.916,0,0,196.0,0,0,88.9%,63,56,81.8%,11,9,41.7%,12,5,15.4%,13,2,0.0%,16,0,4,0.0,0.0
816,Danny Pagano,9,4,19,5,41,19,22,0,6,0,1.000,5.05,0.7,1.021,0,0,73.0,0,0,87.5%,16,14,100.0%,5,5,0.0%,0,0,66.7%,3,2,20.0%,5,1,1,0.0,0.0
1913,Erik Osinski,7,4,4,0,3,2,1,0,0,0,1.000,2.38,-0.1,.964,0,0,11.1,0,0,100.0%,1,1,100.0%,1,1,0.0%,0,0,0.0%,3,0,0.0%,0,0,0,0.0,0.0
1635,Ernesto Ortega,8,4,113,113,501,288,203,10,88,0,.980,4.44,5.4,1.032,0,0,994.2,0,0,95.5%,244,233,72.7%,44,32,57.5%,40,23,21.3%,47,10,15.8%,57,9,28,0.0,0.0
678,Stephen O'Dwyer,10,4,5,0,10,9,1,0,2,0,1.000,6.00,0.1,.964,0,0,15.0,0,0,83.3%,6,5,0.0%,0,0,50.0%,2,1,66.7%,3,2,0.0%,0,0,0,0.0,0.0
2232,Elijah Nelson,4,4,138,138,629,359,263,7,76,0,.989,4.64,11.1,1.051,0,0,1205.1,0,0,96.2%,313,301,77.8%,54,42,55.1%,49,27,28.3%,60,17,18.5%,81,15,34,0.0,0.0
79,Matt Naumann,15,4,102,101,478,290,179,9,82,0,.981,5.07,9.8,1.090,0,0,833.0,0,0,93.6%,266,249,75.7%,37,28,50.0%,48,24,30.4%,56,17,19.1%,68,13,19,0.0,0.0
2198,Aaron Mullen,9,4,139,139,664,411,241,12,85,0,.982,4.71,8.8,1.016,0,0,1246.1,0,0,94.2%,344,324,77.6%,67,52,66.7%,66,44,25.5%,51,13,16.9%,89,15,39,0.0,0.0
113,Wilson Moreno,8,4,113,113,580,328,244,8,80,0,.986,5.03,12.1,1.084,0,0,1023.2,0,0,94.1%,273,257,76.9%,65,50,64.8%,54,35,29.6%,54,16,14.7%,68,10,27,0.0,0.0
679,Chris Mollison,10,4,1,0,1,0,1,0,0,0,1.000,4.50,0.0,.000,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
1474,William Medina,6,4,140,140,625,366,250,9,104,0,.986,4.38,-20.6,.888,0,0,1266.0,0,0,90.3%,350,316,54.7%,64,35,29.7%,64,19,17.9%,84,15,6.0%,83,5,34,0.0,0.0
115,Tim McCurry,6,4,33,33,161,93,66,2,16,0,.988,4.90,2.8,1.009,0,0,292.1,0,0,96.3%,82,79,81.0%,21,17,76.9%,13,10,33.3%,15,5,7.1%,14,1,10,0.0,0.0
300,Sergio Martinez,8,4,15,14,61,26,34,1,6,0,.984,4.26,-1.8,.929,0,0,126.2,0,0,96.4%,28,27,33.3%,6,2,16.7%,6,1,25.0%,4,1,0.0%,15,0,1,0.0,0.0
2923,Josue Martinez,8,4,141,141,709,428,269,12,117,0,.983,4.93,13.4,1.061,0,0,1272.2,0,0,94.5%,363,343,74.3%,70,52,50.8%,65,33,34.3%,70,24,22.8%,92,21,38,0.0,0.0
1665,Brad Maple,10,4,39,21,110,64,46,0,15,0,1.000,4.66,-2.4,.919,0,0,212.1,0,0,91.8%,73,67,37.5%,8,3,83.3%,6,5,0.0%,11,0,7.7%,13,1,5,0.0,0.0
2139,Josh Malke,5,4,100,100,482,272,196,14,54,0,.971,4.83,4.2,1.034,0,0,872.0,0,0,93.1%,260,242,83.0%,47,39,51.2%,43,22,16.7%,48,8,16.2%,68,11,15,0.0,0.0
2056,Chris Lukes,7,4,54,54,251,143,107,1,40,0,.996,4.71,0.4,1.021,0,0,477.1,0,0,93.1%,131,122,70.8%,24,17,30.0%,20,6,26.9%,26,7,14.8%,27,4,15,0.0,0.0
303,Jose Lopez,13,4,138,138,643,356,276,11,109,0,.983,4.65,-15.1,.919,0,0,1223.0,0,0,90.3%,330,298,59.4%,64,38,35.1%,74,26,20.3%,59,12,7.8%,103,8,25,0.0,0.0
2253,Leo Larios,4,4,140,140,639,374,259,6,101,1,.991,4.62,8.2,1.058,0,0,1233.0,0,0,93.9%,327,307,81.6%,49,40,55.8%,52,29,31.4%,51,16,7.6%,92,7,32,0.0,0.0
3005,Josh Langlois,8,4,139,139,617,351,259,7,91,0,.989,4.47,12.5,1.090,0,0,1227.2,0,0,94.7%,318,301,74.2%,62,46,51.2%,41,21,33.3%,51,17,19.5%,82,16,23,0.0,0.0
2057,Steve Kissinger,9,4,2,0,1,1,0,0,0,0,1.000,2.25,0.0,.964,0,0,4.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
866,Andy Kangas,10,4,3,3,19,12,6,1,4,0,.947,6.23,0.6,1.179,0,0,26.0,0,0,100.0%,9,9,100.0%,3,3,0.0%,0,0,0.0%,2,0,0.0%,2,0,2,0.0,0.0
1861,John Hill,10,4,48,35,167,93,71,3,23,0,.982,4.38,-4.3,.931,0,0,336.2,0,0,89.1%,101,90,66.7%,12,8,9.1%,11,1,15.8%,19,3,9.1%,22,2,7,0.0,0.0
3648,Gabriel Hickman,5,4,127,127,590,347,233,10,78,0,.983,4.76,4.8,1.058,0,0,1097.2,0,0,93.5%,323,302,59.3%,54,32,53.1%,49,26,26.2%,61,16,12.0%,83,10,32,0.0,0.0
3089,Jose Herrera,10,4,1,0,1,1,0,0,0,0,1.000,3.00,-0.1,.964,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,2,0,0,0.0,0.0
2111,Mike Harris,9,4,49,27,161,95,62,4,24,0,.975,5.32,1.5,1.011,0,0,265.2,0,0,90.1%,81,73,88.2%,17,15,77.8%,9,7,38.5%,13,5,8.3%,24,2,11,0.0,0.0
1832,Phil Harder,7,4,25,22,119,63,55,1,19,0,.992,5.03,1.6,1.083,0,0,211.0,0,0,92.3%,65,60,80.0%,5,4,55.6%,9,5,22.2%,9,2,18.2%,11,2,2,0.0,0.0
2193,Tim Hammac,9,4,24,23,110,63,45,2,17,0,.982,4.81,-3.0,.899,0,0,202.0,0,0,90.3%,62,56,61.5%,13,8,0.0%,4,0,27.3%,11,3,5.0%,20,1,7,0.0,0.0
1525,Kevin Green,6,4,103,96,450,261,185,4,66,0,.991,4.63,-3.7,.972,0,0,867.2,0,0,91.4%,245,224,62.5%,48,30,52.4%,42,22,21.2%,52,11,9.4%,64,6,26,0.0,0.0
2277,Joe Graves,6,4,139,139,656,399,238,19,82,0,.971,4.64,-0.2,.993,0,0,1236.0,0,0,91.5%,355,325,67.6%,71,48,62.1%,58,36,19.4%,67,13,14.1%,99,14,38,0.0,0.0
205,Danny Gonzalez,4,4,142,142,655,387,253,15,92,0,.977,4.52,1.4,1.000,0,0,1275.0,0,0,92.4%,344,318,75.0%,52,39,45.2%,62,28,28.9%,76,22,13.5%,89,12,32,0.0,0.0
1722,Juan Garcia,10,4,139,139,622,345,266,11,101,0,.982,4.46,-16.2,.912,0,0,1231.2,0,0,90.3%,309,279,54.8%,62,34,39.2%,51,20,12.9%,70,9,4.8%,83,4,44,0.0,0.0
64,Juan Gallego,10,4,60,40,208,114,90,4,27,0,.981,4.67,-4.9,.938,0,0,393.0,0,0,86.3%,117,101,52.2%,23,12,44.4%,18,8,34.6%,26,9,0.0%,25,0,12,0.0,0.0
1381,Daniel Flores,11,4,16,16,77,38,36,3,9,0,.961,4.70,-4.1,.860,0,0,141.2,0,0,85.4%,48,41,46.2%,13,6,0.0%,5,0,0.0%,5,0,0.0%,5,0,7,0.0,0.0
1051,Sean Fletcher,6,4,28,22,100,55,43,2,17,0,.980,4.17,-2.1,.870,0,0,211.2,0,0,91.3%,46,42,62.5%,8,5,70.0%,10,7,0.0%,8,0,8.3%,12,1,8,0.0,0.0
1007,Josh Emerling,13,4,38,22,105,58,46,1,26,0,.990,3.92,-5.3,.859,0,0,238.2,0,0,86.7%,60,52,42.9%,7,3,0.0%,8,0,12.5%,8,1,0.0%,20,0,5,0.0,0.0
2394,Jayden Elizondo,10,4,119,119,641,381,248,12,108,0,.981,5.47,12.4,1.081,0,0,1034.2,0,0,93.7%,332,311,78.6%,56,44,61.7%,47,29,24.6%,61,15,22.4%,67,15,20,0.0,0.0
1196,Larry Dowell,11,4,62,58,262,161,99,2,36,0,.992,4.43,-3.5,.951,0,0,527.2,0,0,93.4%,151,141,53.1%,32,17,45.0%,20,9,10.5%,19,2,15.4%,26,4,15,0.0,0.0
1053,Andy DeAngelo,8,4,140,140,657,366,277,14,108,0,.979,4.66,7.6,1.058,0,0,1241.1,0,0,92.7%,314,291,78.2%,55,43,52.9%,51,27,29.7%,64,19,13.3%,75,10,26,0.0,0.0
3260,Benjamin de la Cerda,8,4,16,16,81,42,39,0,10,0,1.000,5.22,1.2,1.055,0,0,139.2,0,0,97.4%,39,38,80.0%,5,4,71.4%,7,5,16.7%,6,1,0.0%,7,0,7,0.0,0.0
2618,Nick Cutler,7,4,45,44,219,133,84,2,35,0,.991,4.90,2.2,1.060,0,0,398.2,0,0,89.5%,124,111,77.8%,18,14,55.6%,18,10,38.5%,13,5,16.0%,25,4,9,0.0,0.0
1577,Michael Curtin,7,4,139,139,604,345,248,11,102,0,.982,4.25,-5.5,.958,0,0,1254.2,0,0,91.4%,327,299,64.6%,48,31,52.5%,59,31,17.2%,64,11,12.0%,75,9,29,0.0,0.0
677,Jesus Cruz,8,4,23,22,100,64,35,1,11,0,.990,4.66,1.2,1.050,0,0,191.0,0,0,94.2%,52,49,76.9%,13,10,55.6%,9,5,25.0%,12,3,0.0%,7,0,2,0.0,0.0
4185,Brad Clark,5,4,10,10,41,24,16,1,7,0,.976,4.39,-0.8,.964,0,0,82.0,0,0,91.3%,23,21,66.7%,3,2,33.3%,6,2,0.0%,5,0,14.3%,7,1,2,0.0,0.0
581,Romeu Cincotta,10,4,127,127,627,366,251,10,99,0,.984,4.89,1.2,1.002,0,0,1135.2,0,0,92.9%,336,312,69.8%,53,37,50.0%,62,31,19.0%,58,11,18.2%,77,14,27,0.0,0.0
2730,Steve Childress,5,4,104,104,553,320,221,12,98,0,.978,5.32,10.2,1.096,0,0,915.0,0,0,92.7%,262,243,77.8%,45,35,63.3%,49,31,34.1%,44,15,11.3%,62,7,21,0.0,0.0
65,Bill Brown,9,4,1,0,2,1,1,0,1,0,1.000,6.00,0.0,.000,0,0,3.0,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
252,Jonathan Booth,13,4,136,136,641,382,247,12,91,0,.981,4.67,4.9,1.031,0,0,1212.0,0,0,93.5%,337,315,66.7%,66,44,53.7%,54,29,20.0%,60,12,20.5%,78,16,34,0.0,0.0
2221,Josh Berkowitz,8,4,34,21,124,75,47,2,15,0,.984,4.98,1.9,1.059,0,0,220.2,0,0,91.1%,56,51,66.7%,15,10,75.0%,16,12,23.1%,13,3,17.6%,17,3,2,0.0,0.0
2781,Tom Benson,10,4,32,23,109,61,47,1,18,0,.991,4.53,-2.8,.929,0,0,214.1,0,0,90.0%,50,45,37.5%,8,3,23.5%,17,4,33.3%,12,4,11.8%,17,2,5,0.0,0.0
1431,Julio Barcia,19,4,108,108,451,258,188,5,73,0,.989,4.13,6.1,1.057,0,0,971.2,0,0,97.4%,227,221,71.0%,31,22,50.0%,40,20,26.4%,53,14,9.0%,67,6,22,0.0,0.0
1972,Roger Barahona,12,4,36,34,171,91,79,1,24,0,.994,4.99,2.7,1.061,0,0,306.1,0,0,96.3%,81,78,68.8%,16,11,53.3%,15,8,13.3%,15,2,30.0%,20,6,9,0.0,0.0
1098,Kyle Balcarcel,11,4,140,140,635,366,255,14,94,0,.978,4.53,-8.7,.956,0,0,1233.0,0,0,90.5%,349,316,64.4%,73,47,46.6%,58,27,19.4%,67,13,8.3%,84,7,31,0.0,0.0
3061,Jeremy Baase,7,4,26,26,121,71,49,1,18,0,.992,4.54,-1.3,.980,0,0,238.0,0,0,90.2%,61,55,50.0%,8,4,58.8%,17,10,0.0%,8,0,6.7%,15,1,4,0.0,0.0
1637,Chris Atchley,8,4,1,0,2,1,1,0,0,0,1.000,6.00,-0.1,.964,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,1,0,0.0%,0,0,0,0.0,0.0
2562,Tyler Andersson,8,4,23,22,108,57,50,1,21,0,.991,4.83,-0.6,.925,0,0,199.1,0,0,95.7%,47,45,62.5%,8,5,28.6%,7,2,42.9%,7,3,16.7%,6,1,6,0.0,0.0
959,Gil Aceves,20,4,23,23,113,60,52,1,8,0,.991,4.93,-0.0,.949,0,0,204.1,0,0,98.4%,62,61,87.5%,8,7,44.4%,9,4,16.7%,12,2,6.7%,15,1,7,0.0,0.0
