ID,Name,EXP,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,BIZ-R%,BIZ-R,BIZ-Rm,BIZ-L%,BIZ-L,BIZ-Lm,BIZ-E%,BIZ-E,BIZ-Em,BIZ-U%,BIZ-U,BIZ-Um,BIZ-Z%,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
7107,Matt Frye,3,5,141,141,303,227,66,10,31,0,.967,2.33,-7.9,.956,0,0,1131.0,0,0,95.7%,209,200,83.1%,71,59,66.7%,33,22,13.6%,22,3,8.7%,23,2,6,0.0,0.0
6790,Danny Garcia,11,5,22,21,43,33,10,0,6,0,1.000,1.99,0.7,1.023,0,0,194.2,0,0,96.4%,28,27,100.0%,6,6,100.0%,7,7,25.0%,4,1,20.0%,5,1,1,0.0,0.0
7231,Larry Garner,12,5,47,47,126,97,22,7,11,0,.944,2.60,-1.3,1.003,0,0,412.2,0,0,91.6%,95,87,90.0%,20,18,66.7%,12,8,42.9%,7,3,11.1%,9,1,2,0.0,0.0
6789,Nelson Gonzales,7,5,6,0,3,3,0,0,0,0,1.000,2.70,0.4,1.577,0,0,10.0,0,0,100.0%,3,3,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6816,Blake Goodwin,15,5,98,98,253,183,61,9,14,0,.964,2.56,6.3,1.056,0,0,856.2,0,0,94.0%,167,157,97.6%,41,40,81.0%,21,17,66.7%,15,10,40.9%,22,9,6,0.0,0.0
6457,Adam Green,7,5,2,0,1,1,0,0,0,0,1.000,4.50,0.0,1.051,0,0,2.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
6764,Vinny Gutierrez,17,5,28,15,45,32,13,0,1,0,1.000,2.32,-0.1,.991,0,0,174.2,0,0,100.0%,33,33,83.3%,6,5,66.7%,6,4,50.0%,6,3,0.0%,4,0,1,0.0,0.0
7266,Joe Hariton,7,5,132,132,338,246,78,14,26,0,.959,2.48,5.0,1.028,0,0,1177.0,0,0,95.5%,223,213,91.1%,56,51,67.7%,31,21,55.6%,18,10,44.4%,36,16,2,0.0,0.0
6998,Mark Henderson,7,5,140,140,316,245,64,7,26,0,.978,2.22,-3.1,.981,0,0,1251.0,0,0,93.8%,226,212,89.3%,56,50,75.0%,32,24,40.7%,27,11,16.7%,24,4,7,0.0,0.0
6997,Ruben Hernandez,5,5,22,22,59,44,12,3,10,0,.949,2.54,-1.9,.990,0,0,198.1,0,0,90.0%,40,36,81.2%,16,13,71.4%,7,5,0.0%,5,0,0.0%,2,0,0,0.0,0.0
6899,Dustin Heskett,23,5,135,135,344,261,64,19,27,0,.945,2.52,0.0,.999,0,0,1159.2,0,0,93.7%,223,209,85.1%,74,63,81.1%,37,30,52.4%,21,11,29.6%,27,8,4,0.0,0.0
6867,Brian Holm,6,5,116,116,285,224,53,8,26,0,.972,2.42,-3.3,.978,0,0,1029.2,0,0,94.8%,210,199,92.2%,51,47,73.1%,26,19,26.3%,19,5,9.1%,22,2,5,0.0,0.0
7211,Andy Hough,9,5,36,34,88,64,18,6,9,0,.932,2.33,-6.2,.863,0,0,316.2,0,0,82.4%,68,56,100.0%,13,13,55.6%,9,5,36.4%,11,4,22.2%,9,2,2,0.0,0.0
6666,Brett Johnson,11,5,25,23,69,50,17,2,7,0,.971,2.91,1.3,1.051,0,0,207.1,0,0,93.2%,44,41,80.0%,15,12,100.0%,9,9,100.0%,2,2,28.6%,7,2,1,0.0,0.0
7030,Dan Jones,15,5,104,82,236,182,50,4,17,0,.983,2.76,5.3,1.056,0,0,757.2,0,0,97.3%,149,145,90.0%,50,45,78.3%,23,18,58.3%,12,7,27.3%,22,6,6,0.0,0.0
6925,Matt Kennison,14,5,68,68,164,120,37,7,11,0,.957,2.36,-3.3,.956,0,0,599.1,0,0,94.4%,108,102,82.2%,45,37,55.6%,9,5,45.5%,11,5,21.4%,14,3,2,0.0,0.0
6712,Billy Kern,10,5,35,32,81,58,19,4,4,0,.951,2.37,0.5,.988,0,0,293.0,0,0,94.7%,57,54,91.7%,12,11,83.3%,6,5,60.0%,5,3,40.0%,5,2,0,0.0,0.0
7258,Terry Killin,12,5,30,30,69,54,14,1,4,0,.986,2.25,1.2,1.016,0,0,272.0,0,0,95.6%,45,43,100.0%,17,17,50.0%,4,2,50.0%,4,2,60.0%,5,3,0,0.0,0.0
7180,Dave Knight,11,5,139,139,390,303,78,9,32,0,.977,2.75,10.0,1.054,0,0,1248.2,0,0,96.5%,260,251,85.2%,61,52,86.7%,45,39,71.4%,28,20,35.0%,20,7,9,0.0,0.0
6692,Josh Knight,11,5,65,0,40,24,16,0,4,0,1.000,2.20,0.9,1.051,0,0,163.2,0,0,100.0%,28,28,100.0%,7,7,100.0%,2,2,0.0%,1,0,0.0%,3,0,1,0.0,0.0
7232,Brett Kohn,8,5,115,115,276,200,63,13,19,0,.953,2.32,5.7,1.028,0,0,1018.2,0,0,95.8%,189,181,94.1%,34,32,71.4%,35,25,84.6%,13,11,50.0%,22,11,2,0.0,0.0
6971,Harrison Lombardi,13,5,2,0,1,0,1,0,0,0,1.000,3.00,0.0,.000,0,0,3.0,0,0,100.0%,1,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0.0,0.0
7102,John Lynch,7,5,73,15,66,39,23,4,2,0,.939,2.07,-1.9,.944,0,0,269.1,0,0,88.9%,45,40,90.0%,10,9,71.4%,7,5,16.7%,6,1,40.0%,5,2,1,0.0,0.0
6633,Pedro Martinez,8,5,49,49,121,90,18,13,3,0,.893,2.17,-5.0,.905,0,0,448.1,0,0,89.6%,77,69,82.6%,23,19,69.2%,13,9,44.4%,9,4,11.1%,9,1,2,0.0,0.0
7154,Ryan McCain,16,5,21,21,62,46,14,2,1,0,.968,2.98,-1.2,.954,0,0,181.0,0,0,95.2%,42,40,76.9%,13,10,85.7%,7,6,25.0%,8,2,40.0%,5,2,0,0.0,0.0
7128,Jay McGrath,9,5,34,4,13,8,5,0,2,0,1.000,1.30,-0.8,.934,0,0,89.2,0,0,81.8%,11,9,100.0%,2,2,0.0%,1,0,33.3%,3,1,33.3%,3,1,1,0.0,0.0
6590,Jeff Metz,18,5,16,8,19,15,2,2,2,0,.895,1.73,-0.9,.927,0,0,88.2,0,0,78.6%,14,11,66.7%,3,2,100.0%,2,2,100.0%,2,2,0.0%,2,0,1,0.0,0.0
6478,Chris Miles,8,5,142,142,288,209,68,11,10,0,.962,1.93,-8.5,.956,0,0,1293.0,0,0,92.6%,204,189,79.4%,63,50,61.8%,34,21,43.8%,16,7,10.3%,29,3,2,0.0,0.0
7056,Kurt Mowatt,20,5,36,30,84,66,14,4,7,0,.952,2.58,-0.3,.969,0,0,279.0,0,0,93.8%,65,61,92.3%,13,12,100.0%,4,4,66.7%,3,2,16.7%,6,1,1,0.0,0.0
6504,Mike Muirhead,10,5,141,141,322,234,76,12,24,0,.963,2.17,4.4,1.035,0,0,1284.2,0,0,93.8%,208,195,93.3%,60,56,74.3%,35,26,50.0%,26,13,39.4%,33,13,0,0.0,0.0
6720,Max Nicholson,6,5,130,130,335,237,78,20,29,0,.940,2.42,1.7,1.009,0,0,1171.0,0,0,92.9%,226,210,89.5%,57,51,82.1%,28,23,61.5%,26,16,26.9%,26,7,2,0.0,0.0
6660,Carlos Perez,11,5,139,139,352,253,85,14,30,0,.960,2.50,5.3,1.033,0,0,1215.2,0,0,97.1%,244,237,87.3%,55,48,79.4%,34,27,50.0%,12,6,28.1%,32,9,7,0.0,0.0
7206,Geordie Pope,10,5,128,128,294,222,57,15,22,0,.949,2.22,-0.0,1.002,0,0,1129.0,0,0,93.5%,200,187,92.0%,50,46,73.3%,30,22,57.9%,19,11,17.4%,23,4,3,0.0,0.0
6639,Ryan Reese,12,5,113,113,254,199,46,9,16,0,.965,2.22,1.4,1.022,0,0,994.1,0,0,95.9%,170,163,89.5%,57,51,73.1%,26,19,35.7%,14,5,23.1%,26,6,1,0.0,0.0
6509,Bobby Rider,11,5,21,21,51,35,15,1,6,0,.980,2.41,1.2,1.025,0,0,187.0,0,0,97.1%,34,33,100.0%,7,7,88.9%,9,8,0.0%,1,0,50.0%,2,1,0,0.0,0.0
6972,Fernando Rodriguez,7,5,126,126,329,236,77,16,30,0,.951,2.54,5.7,1.021,0,0,1109.0,0,0,95.1%,224,213,93.2%,44,41,90.6%,32,29,57.1%,21,12,35.1%,37,13,4,0.0,0.0
6763,Kyle Rome,7,5,12,12,33,28,4,1,2,0,.970,2.88,-0.1,1.017,0,0,100.0,0,0,95.5%,22,21,88.9%,9,8,50.0%,2,1,50.0%,2,1,0.0%,3,0,0,0.0,0.0
7188,Chris Sailors,11,5,23,23,60,43,13,4,3,0,.933,2.57,-3.0,.924,0,0,196.0,0,0,93.2%,44,41,83.3%,12,10,40.0%,5,2,20.0%,5,1,0.0%,7,0,3,0.0,0.0
7160,Ray Salgado,8,5,141,141,402,303,88,11,37,0,.973,2.83,9.8,1.042,0,0,1242.1,0,0,95.9%,269,258,92.3%,65,60,92.7%,41,38,56.0%,25,14,42.9%,28,12,8,0.0,0.0
6946,T.J. Shields,15,5,61,60,165,114,44,7,10,0,.958,2.66,-2.6,.969,0,0,533.2,0,0,93.3%,119,111,85.7%,28,24,63.6%,11,7,41.7%,12,5,21.4%,14,3,0,0.0,0.0
7082,Kevin Siemon,6,5,129,129,321,234,74,13,21,0,.960,2.40,4.6,1.035,0,0,1153.1,0,0,94.8%,212,201,93.9%,66,62,76.9%,26,20,52.4%,21,11,27.5%,40,11,5,0.0,0.0
7050,Matt Simpson,16,5,132,132,280,200,68,12,26,0,.957,2.09,-8.9,.932,0,0,1156.1,0,0,91.1%,203,185,83.0%,47,39,72.0%,25,18,45.2%,31,14,14.3%,28,4,6,0.0,-0.0
6822,Cesar Sotelo,7,5,64,64,168,121,35,12,6,0,.929,2.43,-2.0,.964,0,0,576.2,0,0,91.3%,115,105,82.1%,28,23,80.0%,15,12,72.7%,11,8,25.0%,8,2,2,0.0,0.0
6848,Vance Starnes,11,5,131,131,281,214,61,6,20,0,.979,2.10,-5.5,.966,0,0,1178.1,0,0,92.7%,193,179,81.7%,60,49,73.7%,38,28,55.6%,18,10,10.7%,28,3,6,0.0,0.0
6608,Jim Steele,10,5,140,140,365,251,95,19,34,0,.948,2.45,1.9,1.009,0,0,1272.2,0,0,94.1%,256,241,91.3%,69,63,72.4%,29,21,47.1%,17,8,37.0%,27,10,8,0.0,0.0
6868,Vince Stimson,17,5,46,46,110,88,19,3,11,0,.973,2.33,-1.7,.948,0,0,412.2,0,0,97.4%,78,76,75.0%,16,12,75.0%,8,6,46.2%,13,6,23.1%,13,3,2,0.0,0.0
7076,Chad Sullins,14,5,32,32,103,80,18,5,5,0,.951,3.08,0.7,1.015,0,0,286.1,0,0,95.8%,71,68,71.4%,21,15,90.0%,10,9,50.0%,4,2,75.0%,4,3,0,0.0,0.0
6920,Tommy Tims,14,5,17,0,9,7,0,2,2,0,.778,2.70,-0.7,.818,0,0,23.1,0,0,71.4%,7,5,100.0%,1,1,0.0%,0,0,100.0%,1,1,0.0%,0,0,1,0.0,0.0
6842,Randy Trusley,8,5,32,31,73,57,13,3,7,0,.959,2.26,-1.2,.975,0,0,278.2,0,0,94.6%,56,53,86.7%,15,13,50.0%,2,1,60.0%,5,3,0.0%,9,0,0,0.0,0.0
6479,Doug Ulmer,12,5,22,20,48,40,5,3,7,0,.938,2.24,-0.8,.939,0,0,181.0,0,0,93.9%,33,31,80.0%,10,8,100.0%,6,6,0.0%,1,0,0.0%,1,0,0,0.0,0.0
7133,Jon Welk,9,5,17,17,36,27,6,3,6,0,.917,2.06,-3.1,.881,0,0,144.1,0,0,81.5%,27,22,50.0%,6,3,71.4%,7,5,50.0%,4,2,0.0%,2,0,1,0.0,0.0
6926,Chris Wubben,10,5,95,94,259,199,52,8,25,0,.969,2.73,3.3,1.018,0,0,828.1,0,0,95.6%,180,172,92.3%,39,36,80.0%,25,20,58.8%,17,10,31.2%,16,5,1,0.0,0.0
